Russian Federation, Period fertility rates by calendar year, age and birth cohort (Lexis triangles)
Last modified: 22/10/2020
Year   Age   Cohort      ASFR
1960   53     1906    0.00025
1960   54     1906    0.00025
1960   54     1905    0.00026
1960   55+       .    0.00073
1961   12-       .    0.00000
1961   13     1948    0.00000
1961   13     1947    0.00000
1961   14     1947    0.00003
1961   14     1946    0.00007
1961   15     1946    0.00041
1961   15     1945    0.00085
1961   16     1945    0.00276
1961   16     1944    0.00470
1961   17     1944    0.01163
1961   17     1943    0.01751
1961   18     1943    0.03595
1961   18     1942    0.04807
1961   19     1942    0.06923
1961   19     1941    0.08276
1961   20     1941    0.12719
1961   20     1940    0.14365
1961   21     1940    0.15216
1961   21     1939    0.15658
1961   22     1939    0.16605
1961   22     1938    0.16873
1961   23     1938    0.17193
1961   23     1937    0.17275
1961   24     1937    0.17402
1961   24     1936    0.17322
1961   25     1936    0.16922
1961   25     1935    0.16715
1961   26     1935    0.16392
1961   26     1934    0.15918
1961   27     1934    0.14400
1961   27     1933    0.13876
1961   28     1933    0.13179
1961   28     1932    0.12778
1961   29     1932    0.11773
1961   29     1931    0.11724
1961   30     1931    0.12726
1961   30     1930    0.12416
1961   31     1930    0.10507
1961   31     1929    0.09921
1961   32     1929    0.09074
1961   32     1928    0.08703
1961   33     1928    0.08079
1961   33     1927    0.07763
1961   34     1927    0.07116
1961   34     1926    0.06854
1961   35     1926    0.06423
1961   35     1925    0.06182
1961   36     1925    0.05687
1961   36     1924    0.05402
1961   37     1924    0.04770
1961   37     1923    0.04499
1961   38     1923    0.04005
1961   38     1922    0.03761
1961   39     1922    0.03234
1961   39     1921    0.03110
1961   40     1921    0.03134
1961   40     1920    0.02874
1961   41     1920    0.02076
1961   41     1919    0.01862
1961   42     1919    0.01593
1961   42     1918    0.01466
1961   43     1918    0.01248
1961   43     1917    0.01076
1961   44     1917    0.00711
1961   44     1916    0.00618
1961   45     1916    0.00524
1961   45     1915    0.00442
1961   46     1915    0.00279
1961   46     1914    0.00228
1961   47     1914    0.00153
1961   47     1913    0.00129
1961   48     1913    0.00093
1961   48     1912    0.00080
1961   49     1912    0.00060
1961   49     1911    0.00050
1961   50     1911    0.00034
1961   50     1910    0.00029
1961   51     1910    0.00021
1961   51     1909    0.00019
1961   52     1909    0.00017
1961   52     1908    0.00016
1961   53     1908    0.00016
1961   53     1907    0.00016
1961   54     1907    0.00016
1961   54     1906    0.00016
1961   55+       .    0.00047
1962   12-       .    0.00000
1962   13     1949    0.00000
1962   13     1948    0.00000
1962   14     1948    0.00003
1962   14     1947    0.00006
1962   15     1947    0.00033
1962   15     1946    0.00068
1962   16     1946    0.00252
1962   16     1945    0.00438
1962   17     1945    0.01175
1962   17     1944    0.01826
1962   18     1944    0.03817
1962   18     1943    0.05057
1962   19     1943    0.06737
1962   19     1942    0.07892
1962   20     1942    0.11595
1962   20     1941    0.13038
1962   21     1941    0.14252
1962   21     1940    0.14819
1962   22     1940    0.16140
1962   22     1939    0.16462
1962   23     1939    0.16502
1962   23     1938    0.16499
1962   24     1938    0.16495
1962   24     1937    0.16401
1962   25     1937    0.16125
1962   25     1936    0.15893
1962   26     1936    0.15261
1962   26     1935    0.14949
1962   27     1935    0.14382
1962   27     1934    0.13930
1962   28     1934    0.12830
1962   28     1933    0.12181
1962   29     1933    0.10431
1962   29     1932    0.10386
1962   30     1932    0.12161
1962   30     1931    0.11944
1962   31     1931    0.09679
1962   31     1930    0.09272
1962   32     1930    0.09433
1962   32     1929    0.08991
1962   33     1929    0.07336
1962   33     1928    0.07013
1962   34     1928    0.07049
1962   34     1927    0.06805
1962   35     1927    0.05983
1962   35     1926    0.05693
1962   36     1926    0.05238
1962   36     1925    0.04994
1962   37     1925    0.04471
1962   37     1924    0.04277
1962   38     1924    0.04022
1962   38     1923    0.03754
1962   39     1923    0.03002
1962   39     1922    0.02850
1962   40     1922    0.02863
1962   40     1921    0.02628
1962   41     1921    0.01904
1962   41     1920    0.01747
1962   42     1920    0.01660
1962   42     1919    0.01466
1962   43     1919    0.00974
1962   43     1918    0.00870
1962   44     1918    0.00783
1962   44     1917    0.00686
1962   45     1917    0.00487
1962   45     1916    0.00394
1962   46     1916    0.00241
1962   46     1915    0.00194
1962   47     1915    0.00127
1962   47     1914    0.00109
1962   48     1914    0.00087
1962   48     1913    0.00073
1962   49     1913    0.00045
1962   49     1912    0.00038
1962   50     1912    0.00028
1962   50     1911    0.00025
1962   51     1911    0.00019
1962   51     1910    0.00018
1962   52     1910    0.00016
1962   52     1909    0.00015
1962   53     1909    0.00015
1962   53     1908    0.00015
1962   54     1908    0.00015
1962   54     1907    0.00015
1962   55+       .    0.00042
1963   12-       .    0.00000
1963   13     1950    0.00000
1963   13     1949    0.00000
1963   14     1949    0.00002
1963   14     1948    0.00005
1963   15     1948    0.00029
1963   15     1947    0.00062
1963   16     1947    0.00240
1963   16     1946    0.00428
1963   17     1946    0.01195
1963   17     1945    0.01840
1963   18     1945    0.04009
1963   18     1944    0.05483
1963   19     1944    0.08048
1963   19     1943    0.09481
1963   20     1943    0.12369
1963   20     1942    0.13430
1963   21     1942    0.14101
1963   21     1941    0.14536
1963   22     1941    0.16024
1963   22     1940    0.16366
1963   23     1940    0.16416
1963   23     1939    0.16363
1963   24     1939    0.16136
1963   24     1938    0.15899
1963   25     1938    0.15216
1963   25     1937    0.14906
1963   26     1937    0.14322
1963   26     1936    0.14053
1963   27     1936    0.13577
1963   27     1935    0.13314
1963   28     1935    0.12861
1963   28     1934    0.12352
1963   29     1934    0.10735
1963   29     1933    0.10449
1963   30     1933    0.10805
1963   30     1932    0.10564
1963   31     1932    0.09447
1963   31     1931    0.09119
1963   32     1931    0.08776
1963   32     1930    0.08449
1963   33     1930    0.07616
1963   33     1929    0.07197
1963   34     1929    0.06259
1963   34     1928    0.06017
1963   35     1928    0.05907
1963   35     1927    0.05649
1963   36     1927    0.04861
1963   36     1926    0.04596
1963   37     1926    0.04203
1963   37     1925    0.03997
1963   38     1925    0.03598
1963   38     1924    0.03373
1963   39     1924    0.02867
1963   39     1923    0.02709
1963   40     1923    0.02529
1963   40     1922    0.02334
1963   41     1922    0.01828
1963   41     1921    0.01675
1963   42     1921    0.01476
1963   42     1920    0.01339
1963   43     1920    0.01069
1963   43     1919    0.00906
1963   44     1919    0.00580
1963   44     1918    0.00516
1963   45     1918    0.00478
1963   45     1917    0.00405
1963   46     1917    0.00251
1963   46     1916    0.00199
1963   47     1916    0.00126
1963   47     1915    0.00103
1963   48     1915    0.00071
1963   48     1914    0.00059
1963   49     1914    0.00039
1963   49     1913    0.00034
1963   50     1913    0.00026
1963   50     1912    0.00023
1963   51     1912    0.00018
1963   51     1911    0.00017
1963   52     1911    0.00015
1963   52     1910    0.00014
1963   53     1910    0.00013
1963   53     1909    0.00013
1963   54     1909    0.00013
1963   54     1908    0.00013
1963   55+       .    0.00033
1964   12-       .    0.00000
1964   13     1951    0.00000
1964   13     1950    0.00000
1964   14     1950    0.00003
1964   14     1949    0.00007
1964   15     1949    0.00032
1964   15     1948    0.00063
1964   16     1948    0.00188
1964   16     1947    0.00322
1964   17     1947    0.01062
1964   17     1946    0.01746
1964   18     1946    0.03862
1964   18     1945    0.05269
1964   19     1945    0.08215
1964   19     1944    0.09877
1964   20     1944    0.13062
1964   20     1943    0.13906
1964   21     1943    0.12869
1964   21     1942    0.12984
1964   22     1942    0.14805
1964   22     1941    0.15294
1964   23     1941    0.15691
1964   23     1940    0.15714
1964   24     1940    0.15447
1964   24     1939    0.15202
1964   25     1939    0.14529
1964   25     1938    0.14138
1964   26     1938    0.13210
1964   26     1937    0.12872
1964   27     1937    0.12373
1964   27     1936    0.12174
1964   28     1936    0.11972
1964   28     1935    0.11656
1964   29     1935    0.10593
1964   29     1934    0.10342
1964   30     1934    0.10429
1964   30     1933    0.09974
1964   31     1933    0.08203
1964   31     1932    0.07971
1964   32     1932    0.08601
1964   32     1931    0.08331
1964   33     1931    0.06942
1964   33     1930    0.06598
1964   34     1930    0.06330
1964   34     1929    0.06031
1964   35     1929    0.05204
1964   35     1928    0.04974
1964   36     1928    0.04781
1964   36     1927    0.04528
1964   37     1927    0.03806
1964   37     1926    0.03594
1964   38     1926    0.03364
1964   38     1925    0.03154
1964   39     1925    0.02599
1964   39     1924    0.02469
1964   40     1924    0.02443
1964   40     1923    0.02217
1964   41     1923    0.01536
1964   41     1922    0.01410
1964   42     1922    0.01373
1964   42     1921    0.01255
1964   43     1921    0.00945
1964   43     1920    0.00835
1964   44     1920    0.00671
1964   44     1919    0.00563
1964   45     1919    0.00351
1964   45     1918    0.00305
1964   46     1918    0.00263
1964   46     1917    0.00219
1964   47     1917    0.00133
1964   47     1916    0.00105
1964   48     1916    0.00066
1964   48     1915    0.00054
1964   49     1915    0.00036
1964   49     1914    0.00031
1964   50     1914    0.00023
1964   50     1913    0.00020
1964   51     1913    0.00016
1964   51     1912    0.00014
1964   52     1912    0.00012
1964   52     1911    0.00011
1964   53     1911    0.00010
1964   53     1910    0.00010
1964   54     1910    0.00009
1964   54     1909    0.00009
1964   55+       .    0.00021
1965   12-       .    0.00000
1965   13     1952    0.00000
1965   13     1951    0.00000
1965   14     1951    0.00003
1965   14     1950    0.00006
1965   15     1950    0.00030
1965   15     1949    0.00060
1965   16     1949    0.00205
1965   16     1948    0.00347
1965   17     1948    0.00881
1965   17     1947    0.01378
1965   18     1947    0.03586
1965   18     1946    0.05157
1965   19     1946    0.07970
1965   19     1945    0.09494
1965   20     1945    0.12683
1965   20     1944    0.13771
1965   21     1944    0.13981
1965   21     1943    0.13932
1965   22     1943    0.13341
1965   22     1942    0.13387
1965   23     1942    0.14471
1965   23     1941    0.14702
1965   24     1941    0.14752
1965   24     1940    0.14650
1965   25     1940    0.14222
1965   25     1939    0.13901
1965   26     1939    0.13059
1965   26     1938    0.12646
1965   27     1938    0.11738
1965   27     1937    0.11483
1965   28     1937    0.11380
1965   28     1936    0.11113
1965   29     1936    0.10138
1965   29     1935    0.10015
1965   30     1935    0.10587
1965   30     1934    0.10172
1965   31     1934    0.08209
1965   31     1933    0.07818
1965   32     1933    0.07797
1965   32     1932    0.07579
1965   33     1932    0.06917
1965   33     1931    0.06622
1965   34     1931    0.06025
1965   34     1930    0.05802
1965   35     1930    0.05523
1965   35     1929    0.05216
1965   36     1929    0.04350
1965   36     1928    0.04118
1965   37     1928    0.03907
1965   37     1927    0.03696
1965   38     1927    0.03161
1965   38     1926    0.02942
1965   39     1926    0.02532
1965   39     1925    0.02392
1965   40     1925    0.02237
1965   40     1924    0.02038
1965   41     1924    0.01516
1965   41     1923    0.01374
1965   42     1923    0.01199
1965   42     1922    0.01099
1965   43     1922    0.00909
1965   43     1921    0.00794
1965   44     1921    0.00559
1965   44     1920    0.00495
1965   45     1920    0.00435
1965   45     1919    0.00352
1965   46     1919    0.00183
1965   46     1918    0.00154
1965   47     1918    0.00134
1965   47     1917    0.00114
1965   48     1917    0.00077
1965   48     1916    0.00062
1965   49     1916    0.00038
1965   49     1915    0.00031
1965   50     1915    0.00020
1965   50     1914    0.00017
1965   51     1914    0.00012
1965   51     1913    0.00011
1965   52     1913    0.00009
1965   52     1912    0.00009
1965   53     1912    0.00008
1965   53     1911    0.00008
1965   54     1911    0.00008
1965   54     1910    0.00008
1965   55+       .    0.00022
1966   12-       .    0.00000
1966   13     1953    0.00000
1966   13     1952    0.00001
1966   14     1952    0.00003
1966   14     1951    0.00007
1966   15     1951    0.00036
1966   15     1950    0.00071
1966   16     1950    0.00225
1966   16     1949    0.00382
1966   17     1949    0.01088
1966   17     1948    0.01670
1966   18     1948    0.03218
1966   18     1947    0.04356
1966   19     1947    0.07802
1966   19     1946    0.09696
1966   20     1946    0.12868
1966   20     1945    0.13980
1966   21     1945    0.14408
1966   21     1944    0.14676
1966   22     1944    0.15533
1966   22     1943    0.15348
1966   23     1943    0.13754
1966   23     1942    0.13519
1966   24     1942    0.14114
1966   24     1941    0.14208
1966   25     1941    0.14265
1966   25     1940    0.14073
1966   26     1940    0.13294
1966   26     1939    0.12896
1966   27     1939    0.12010
1966   27     1938    0.11660
1966   28     1938    0.11117
1966   28     1937    0.10791
1966   29     1937    0.09944
1966   29     1936    0.09849
1966   30     1936    0.10410
1966   30     1935    0.10122
1966   31     1935    0.08599
1966   31     1934    0.08225
1966   32     1934    0.07984
1966   32     1933    0.07654
1966   33     1933    0.06702
1966   33     1932    0.06462
1966   34     1932    0.06347
1966   34     1931    0.06099
1966   35     1931    0.05350
1966   35     1930    0.05079
1966   36     1930    0.04689
1966   36     1929    0.04370
1966   37     1929    0.03542
1966   37     1928    0.03355
1966   38     1928    0.03299
1966   38     1927    0.03081
1966   39     1927    0.02415
1966   39     1926    0.02257
1966   40     1926    0.02163
1966   40     1925    0.01959
1966   41     1925    0.01397
1966   41     1924    0.01274
1966   42     1924    0.01190
1966   42     1923    0.01071
1966   43     1923    0.00777
1966   43     1922    0.00684
1966   44     1922    0.00547
1966   44     1921    0.00478
1966   45     1921    0.00355
1966   45     1920    0.00306
1966   46     1920    0.00237
1966   46     1919    0.00186
1966   47     1919    0.00091
1966   47     1918    0.00077
1966   48     1918    0.00069
1966   48     1917    0.00059
1966   49     1917    0.00037
1966   49     1916    0.00030
1966   50     1916    0.00020
1966   50     1915    0.00017
1966   51     1915    0.00013
1966   51     1914    0.00011
1966   52     1914    0.00009
1966   52     1913    0.00009
1966   53     1913    0.00008
1966   53     1912    0.00007
1966   54     1912    0.00007
1966   54     1911    0.00007
1966   55+       .    0.00016
1967   12-       .    0.00000
1967   13     1954    0.00000
1967   13     1953    0.00001
1967   14     1953    0.00003
1967   14     1952    0.00007
1967   15     1952    0.00036
1967   15     1951    0.00070
1967   16     1951    0.00218
1967   16     1950    0.00364
1967   17     1950    0.00973
1967   17     1949    0.01516
1967   18     1949    0.03549
1967   18     1948    0.04856
1967   19     1948    0.06788
1967   19     1947    0.08115
1967   20     1947    0.12539
1967   20     1946    0.14101
1967   21     1946    0.14179
1967   21     1945    0.14394
1967   22     1945    0.15256
1967   22     1944    0.15333
1967   23     1944    0.15090
1967   23     1943    0.14593
1967   24     1943    0.12782
1967   24     1942    0.12484
1967   25     1942    0.12995
1967   25     1941    0.13032
1967   26     1941    0.12957
1967   26     1940    0.12665
1967   27     1940    0.11578
1967   27     1939    0.11196
1967   28     1939    0.10662
1967   28     1938    0.10296
1967   29     1938    0.09297
1967   29     1937    0.09165
1967   30     1937    0.09657
1967   30     1936    0.09413
1967   31     1936    0.08114
1967   31     1935    0.07806
1967   32     1935    0.07649
1967   32     1934    0.07346
1967   33     1934    0.06448
1967   33     1933    0.06112
1967   34     1933    0.05540
1967   34     1932    0.05344
1967   35     1932    0.05134
1967   35     1931    0.04901
1967   36     1931    0.04280
1967   36     1930    0.04015
1967   37     1930    0.03541
1967   37     1929    0.03293
1967   38     1929    0.02772
1967   38     1928    0.02600
1967   39     1928    0.02364
1967   39     1927    0.02222
1967   40     1927    0.01943
1967   40     1926    0.01754
1967   41     1926    0.01326
1967   41     1925    0.01201
1967   42     1925    0.01043
1967   42     1924    0.00938
1967   43     1924    0.00726
1967   43     1923    0.00627
1967   44     1923    0.00446
1967   44     1922    0.00389
1967   45     1922    0.00313
1967   45     1921    0.00267
1967   46     1921    0.00179
1967   46     1920    0.00153
1967   47     1920    0.00125
1967   47     1919    0.00098
1967   48     1919    0.00049
1967   48     1918    0.00040
1967   49     1918    0.00034
1967   49     1917    0.00028
1967   50     1917    0.00016
1967   50     1916    0.00013
1967   51     1916    0.00009
1967   51     1915    0.00008
1967   52     1915    0.00006
1967   52     1914    0.00006
1967   53     1914    0.00006
1967   53     1913    0.00006
1967   54     1913    0.00007
1967   54     1912    0.00007
1967   55+       .    0.00023
1968   12-       .    0.00000
1968   13     1955    0.00000
1968   13     1954    0.00001
1968   14     1954    0.00003
1968   14     1953    0.00008
1968   15     1953    0.00038
1968   15     1952    0.00074
1968   16     1952    0.00229
1968   16     1951    0.00379
1968   17     1951    0.00985
1968   17     1950    0.01511
1968   18     1950    0.03361
1968   18     1949    0.04672
1968   19     1949    0.07744
1968   19     1948    0.09231
1968   20     1948    0.10998
1968   20     1947    0.11930
1968   21     1947    0.14117
1968   21     1946    0.14803
1968   22     1946    0.15324
1968   22     1945    0.15363
1968   23     1945    0.14986
1968   23     1944    0.14734
1968   24     1944    0.14243
1968   24     1943    0.13740
1968   25     1943    0.12248
1968   25     1942    0.11923
1968   26     1942    0.12046
1968   26     1941    0.11911
1968   27     1941    0.11406
1968   27     1940    0.11120
1968   28     1940    0.10467
1968   28     1939    0.10120
1968   29     1939    0.09309
1968   29     1938    0.09094
1968   30     1938    0.09042
1968   30     1937    0.08750
1968   31     1937    0.07694
1968   31     1936    0.07459
1968   32     1936    0.07438
1968   32     1935    0.07203
1968   33     1935    0.06418
1968   33     1934    0.06117
1968   34     1934    0.05626
1968   34     1933    0.05323
1968   35     1933    0.04633
1968   35     1932    0.04427
1968   36     1932    0.04229
1968   36     1931    0.04009
1968   37     1931    0.03412
1968   37     1930    0.03217
1968   38     1930    0.02985
1968   38     1929    0.02738
1968   39     1929    0.02075
1968   39     1928    0.01950
1968   40     1928    0.01978
1968   40     1927    0.01786
1968   41     1927    0.01210
1968   41     1926    0.01092
1968   42     1926    0.01017
1968   42     1925    0.00909
1968   43     1925    0.00651
1968   43     1924    0.00567
1968   44     1924    0.00445
1968   44     1923    0.00380
1968   45     1923    0.00263
1968   45     1922    0.00220
1968   46     1922    0.00156
1968   46     1921    0.00130
1968   47     1921    0.00086
1968   47     1920    0.00078
1968   48     1920    0.00081
1968   48     1919    0.00062
1968   49     1919    0.00023
1968   49     1918    0.00018
1968   50     1918    0.00013
1968   50     1917    0.00011
1968   51     1917    0.00009
1968   51     1916    0.00008
1968   52     1916    0.00007
1968   52     1915    0.00006
1968   53     1915    0.00005
1968   53     1914    0.00005
1968   54     1914    0.00005
1968   54     1913    0.00005
1968   55+       .    0.00012
1969   12-       .    0.00000
1969   13     1956    0.00000
1969   13     1955    0.00001
1969   14     1955    0.00004
1969   14     1954    0.00010
1969   15     1954    0.00045
1969   15     1953    0.00086
1969   16     1953    0.00233
1969   16     1952    0.00374
1969   17     1952    0.00985
1969   17     1951    0.01520
1969   18     1951    0.03435
1969   18     1950    0.04758
1969   19     1950    0.07376
1969   19     1949    0.08959
1969   20     1949    0.13034
1969   20     1948    0.14232
1969   21     1948    0.13322
1969   21     1947    0.13577
1969   22     1947    0.16083
1969   22     1946    0.16453
1969   23     1946    0.15420
1969   23     1945    0.15076
1969   24     1945    0.14553
1969   24     1944    0.14197
1969   25     1944    0.13538
1969   25     1943    0.12945
1969   26     1943    0.11259
1969   26     1942    0.10899
1969   27     1942    0.10978
1969   27     1941    0.10862
1969   28     1941    0.10515
1969   28     1940    0.10189
1969   29     1940    0.09141
1969   29     1939    0.08960
1969   30     1939    0.09285
1969   30     1938    0.08959
1969   31     1938    0.07503
1969   31     1937    0.07207
1969   32     1937    0.07187
1969   32     1936    0.06981
1969   33     1936    0.06311
1969   33     1935    0.06065
1969   34     1935    0.05687
1969   34     1934    0.05412
1969   35     1934    0.04755
1969   35     1933    0.04469
1969   36     1933    0.03935
1969   36     1932    0.03735
1969   37     1932    0.03446
1969   37     1931    0.03231
1969   38     1931    0.02731
1969   38     1930    0.02522
1969   39     1930    0.02143
1969   39     1929    0.01985
1969   40     1929    0.01724
1969   40     1928    0.01564
1969   41     1928    0.01224
1969   41     1927    0.01096
1969   42     1927    0.00889
1969   42     1926    0.00788
1969   43     1926    0.00608
1969   43     1925    0.00523
1969   44     1925    0.00369
1969   44     1924    0.00322
1969   45     1924    0.00259
1969   45     1923    0.00218
1969   46     1923    0.00141
1969   46     1922    0.00115
1969   47     1922    0.00076
1969   47     1921    0.00065
1969   48     1921    0.00051
1969   48     1920    0.00047
1969   49     1920    0.00046
1969   49     1919    0.00036
1969   50     1919    0.00017
1969   50     1918    0.00013
1969   51     1918    0.00009
1969   51     1917    0.00007
1969   52     1917    0.00005
1969   52     1916    0.00005
1969   53     1916    0.00004
1969   53     1915    0.00004
1969   54     1915    0.00003
1969   54     1914    0.00003
1969   55+       .    0.00007
1970   12-       .    0.00000
1970   13     1957    0.00000
1970   13     1956    0.00001
1970   14     1956    0.00004
1970   14     1955    0.00009
1970   15     1955    0.00044
1970   15     1954    0.00085
1970   16     1954    0.00259
1970   16     1953    0.00420
1970   17     1953    0.01017
1970   17     1952    0.01541
1970   18     1952    0.03567
1970   18     1951    0.05007
1970   19     1951    0.08145
1970   19     1950    0.09849
1970   20     1950    0.12760
1970   20     1949    0.14089
1970   21     1949    0.16548
1970   21     1948    0.16854
1970   22     1948    0.15145
1970   22     1947    0.15006
1970   23     1947    0.16422
1970   23     1946    0.16272
1970   24     1946    0.14471
1970   24     1945    0.13872
1970   25     1945    0.12995
1970   25     1944    0.12543
1970   26     1944    0.11819
1970   26     1943    0.11276
1970   27     1943    0.09782
1970   27     1942    0.09603
1970   28     1942    0.10348
1970   28     1941    0.10261
1970   29     1941    0.09354
1970   29     1940    0.09090
1970   30     1940    0.08800
1970   30     1939    0.08516
1970   31     1939    0.07750
1970   31     1938    0.07428
1970   32     1938    0.06828
1970   32     1937    0.06554
1970   33     1937    0.06027
1970   33     1936    0.05797
1970   34     1936    0.05372
1970   34     1935    0.05175
1970   35     1935    0.04835
1970   35     1934    0.04574
1970   36     1934    0.03939
1970   36     1933    0.03667
1970   37     1933    0.03154
1970   37     1932    0.02983
1970   38     1932    0.02779
1970   38     1931    0.02585
1970   39     1931    0.02094
1970   39     1930    0.01935
1970   40     1930    0.01731
1970   40     1929    0.01551
1970   41     1929    0.01128
1970   41     1928    0.01015
1970   42     1928    0.00891
1970   42     1927    0.00777
1970   43     1927    0.00528
1970   43     1926    0.00453
1970   44     1926    0.00347
1970   44     1925    0.00297
1970   45     1925    0.00209
1970   45     1924    0.00175
1970   46     1924    0.00123
1970   46     1923    0.00099
1970   47     1923    0.00058
1970   47     1922    0.00049
1970   48     1922    0.00040
1970   48     1921    0.00035
1970   49     1921    0.00028
1970   49     1920    0.00023
1970   50     1920    0.00013
1970   50     1919    0.00011
1970   51     1919    0.00008
1970   51     1918    0.00006
1970   52     1918    0.00004
1970   52     1917    0.00004
1970   53     1917    0.00003
1970   53     1916    0.00002
1970   54     1916    0.00002
1970   54     1915    0.00002
1970   55+       .    0.00004
1971   12-       .    0.00000
1971   13     1958    0.00000
1971   13     1957    0.00001
1971   14     1957    0.00004
1971   14     1956    0.00010
1971   15     1956    0.00045
1971   15     1955    0.00088
1971   16     1955    0.00270
1971   16     1954    0.00444
1971   17     1954    0.01150
1971   17     1953    0.01746
1971   18     1953    0.03720
1971   18     1952    0.05114
1971   19     1952    0.08406
1971   19     1951    0.10239
1971   20     1951    0.13728
1971   20     1950    0.15064
1971   21     1950    0.16157
1971   21     1949    0.16588
1971   22     1949    0.17589
1971   22     1948    0.17202
1971   23     1948    0.14627
1971   23     1947    0.14229
1971   24     1947    0.15196
1971   24     1946    0.14875
1971   25     1946    0.12896
1971   25     1945    0.12360
1971   26     1945    0.11840
1971   26     1944    0.11531
1971   27     1944    0.11033
1971   27     1943    0.10632
1971   28     1943    0.09504
1971   28     1942    0.09307
1971   29     1942    0.09567
