Russian Federation, Period fertility rates by calendar year, age reached during the year (ARDY) and birth cohort (vertical parallelograms)
Last modified: 22/10/2020
Year    ARDY   Cohort        ASFR
1960     44     1916      0.00965
1960     45     1915      0.00644
1960     46     1914      0.00428
1960     47     1913      0.00233
1960     48     1912      0.00151
1960     49     1911      0.00093
1960     50     1910      0.00049
1960     51     1909      0.00035
1960     52     1908      0.00027
1960     53     1907      0.00025
1960     54     1906      0.00025
1960     55+    1905-     0.00086
1961     12-    1949+     0.00000
1961     13     1948      0.00000
1961     14     1947      0.00002
1961     15     1946      0.00024
1961     16     1945      0.00180
1961     17     1944      0.00817
1961     18     1943      0.02673
1961     19     1942      0.05864
1961     20     1941      0.10496
1961     21     1940      0.14789
1961     22     1939      0.16133
1961     23     1938      0.17033
1961     24     1937      0.17339
1961     25     1936      0.17123
1961     26     1935      0.16554
1961     27     1934      0.15161
1961     28     1933      0.13529
1961     29     1932      0.12276
1961     30     1931      0.12224
1961     31     1930      0.11464
1961     32     1929      0.09497
1961     33     1928      0.08392
1961     34     1927      0.07439
1961     35     1926      0.06639
1961     36     1925      0.05935
1961     37     1924      0.05086
1961     38     1923      0.04253
1961     39     1922      0.03498
1961     40     1921      0.03122
1961     41     1920      0.02477
1961     42     1919      0.01727
1961     43     1918      0.01357
1961     44     1917      0.00894
1961     45     1916      0.00571
1961     46     1915      0.00360
1961     47     1914      0.00191
1961     48     1913      0.00111
1961     49     1912      0.00070
1961     50     1911      0.00042
1961     51     1910      0.00025
1961     52     1909      0.00018
1961     53     1908      0.00016
1961     54     1907      0.00016
1961     55+    1906-     0.00053
1962     12-    1950+     0.00000
1962     13     1949      0.00000
1962     14     1948      0.00002
1962     15     1947      0.00020
1962     16     1946      0.00160
1962     17     1945      0.00805
1962     18     1944      0.02821
1962     19     1943      0.05896
1962     20     1942      0.09741
1962     21     1941      0.13644
1962     22     1940      0.15477
1962     23     1939      0.16482
1962     24     1938      0.16497
1962     25     1937      0.16263
1962     26     1936      0.15578
1962     27     1935      0.14666
1962     28     1934      0.13381
1962     29     1933      0.11310
1962     30     1932      0.11272
1962     31     1931      0.10814
1962     32     1930      0.09352
1962     33     1929      0.08162
1962     34     1928      0.07031
1962     35     1927      0.06393
1962     36     1926      0.05467
1962     37     1925      0.04733
1962     38     1924      0.04150
1962     39     1923      0.03379
1962     40     1922      0.02856
1962     41     1921      0.02266
1962     42     1920      0.01703
1962     43     1919      0.01220
1962     44     1918      0.00827
1962     45     1917      0.00587
1962     46     1916      0.00318
1962     47     1915      0.00161
1962     48     1914      0.00098
1962     49     1913      0.00059
1962     50     1912      0.00033
1962     51     1911      0.00022
1962     52     1910      0.00017
1962     53     1909      0.00015
1962     54     1908      0.00015
1962     55+    1907-     0.00049
1963     12-    1951+     0.00000
1963     13     1950      0.00000
1963     14     1949      0.00001
1963     15     1948      0.00017
1963     16     1947      0.00151
1963     17     1946      0.00811
1963     18     1945      0.02922
1963     19     1944      0.06765
1963     20     1943      0.10924
1963     21     1942      0.13765
1963     22     1941      0.15280
1963     23     1940      0.16391
1963     24     1939      0.16249
1963     25     1938      0.15558
1963     26     1937      0.14614
1963     27     1936      0.13815
1963     28     1935      0.13088
1963     29     1934      0.11545
1963     30     1933      0.10626
1963     31     1932      0.10006
1963     32     1931      0.08948
1963     33     1930      0.08034
1963     34     1929      0.06727
1963     35     1928      0.05962
1963     36     1927      0.05254
1963     37     1926      0.04401
1963     38     1925      0.03798
1963     39     1924      0.03120
1963     40     1923      0.02619
1963     41     1922      0.02082
1963     42     1921      0.01576
1963     43     1920      0.01205
1963     44     1919      0.00743
1963     45     1918      0.00497
1963     46     1917      0.00328
1963     47     1916      0.00163
1963     48     1915      0.00087
1963     49     1914      0.00049
1963     50     1913      0.00030
1963     51     1912      0.00021
1963     52     1911      0.00016
1963     53     1910      0.00014
1963     54     1909      0.00013
1963     55+    1908-     0.00037
1964     12-    1952+     0.00000
1964     13     1951      0.00000
1964     14     1950      0.00002
1964     15     1949      0.00019
1964     16     1948      0.00125
1964     17     1947      0.00692
1964     18     1946      0.02801
1964     19     1945      0.06738
1964     20     1944      0.11469
1964     21     1943      0.13388
1964     22     1942      0.13894
1964     23     1941      0.15493
1964     24     1940      0.15581
1964     25     1939      0.14865
1964     26     1938      0.13675
1964     27     1937      0.12622
1964     28     1936      0.12073
1964     29     1935      0.11125
1964     30     1934      0.10386
1964     31     1933      0.09092
1964     32     1932      0.08286
1964     33     1931      0.07638
1964     34     1930      0.06464
1964     35     1929      0.05617
1964     36     1928      0.04878
1964     37     1927      0.04166
1964     38     1926      0.03480
1964     39     1925      0.02877
1964     40     1924      0.02456
1964     41     1923      0.01877
1964     42     1922      0.01392
1964     43     1921      0.01101
1964     44     1920      0.00754
1964     45     1919      0.00457
1964     46     1918      0.00284
1964     47     1917      0.00176
1964     48     1916      0.00086
1964     49     1915      0.00045
1964     50     1914      0.00027
1964     51     1913      0.00018
1964     52     1912      0.00013
1964     53     1911      0.00011
1964     54     1910      0.00009
1964     55+    1909-     0.00026
1965     12-    1953+     0.00000
1965     13     1952      0.00000
1965     14     1951      0.00002
1965     15     1950      0.00018
1965     16     1949      0.00132
1965     17     1948      0.00613
1965     18     1947      0.02482
1965     19     1946      0.06561
1965     20     1945      0.11084
1965     21     1944      0.13876
1965     22     1943      0.13637
1965     23     1942      0.13928
1965     24     1941      0.14727
1965     25     1940      0.14437
1965     26     1939      0.13479
1965     27     1938      0.12193
1965     28     1937      0.11432
1965     29     1936      0.10627
1965     30     1935      0.10301
1965     31     1934      0.09192
1965     32     1933      0.07807
1965     33     1932      0.07248
1965     34     1931      0.06324
1965     35     1930      0.05663
1965     36     1929      0.04782
1965     37     1928      0.04013
1965     38     1927      0.03428
1965     39     1926      0.02737
1965     40     1925      0.02315
1965     41     1924      0.01777
1965     42     1923      0.01287
1965     43     1922      0.01004
1965     44     1921      0.00677
1965     45     1920      0.00465
1965     46     1919      0.00267
1965     47     1918      0.00144
1965     48     1917      0.00096
1965     49     1916      0.00050
1965     50     1915      0.00026
1965     51     1914      0.00015
1965     52     1913      0.00010
1965     53     1912      0.00009
1965     54     1911      0.00008
1965     55+    1910-     0.00025
1966     12-    1954+     0.00000
1966     13     1953      0.00000
1966     14     1952      0.00002
1966     15     1951      0.00021
1966     16     1950      0.00148
1966     17     1949      0.00735
1966     18     1948      0.02441
1966     19     1947      0.06078
1966     20     1946      0.11279
1966     21     1945      0.14193
1966     22     1944      0.15104
1966     23     1943      0.14551
1966     24     1942      0.13816
1966     25     1941      0.14236
1966     26     1940      0.13685
1966     27     1939      0.12452
1966     28     1938      0.11389
1966     29     1937      0.10368
1966     30     1936      0.10129
1966     31     1935      0.09361
1966     32     1934      0.08105
1966     33     1933      0.07180
1966     34     1932      0.06405
1966     35     1931      0.05725
1966     36     1930      0.04885
1966     37     1929      0.03955
1966     38     1928      0.03327
1966     39     1927      0.02748
1966     40     1926      0.02210
1966     41     1925      0.01678
1966     42     1924      0.01232
1966     43     1923      0.00924
1966     44     1922      0.00615
1966     45     1921      0.00416
1966     46     1920      0.00272
1966     47     1919      0.00139
1966     48     1918      0.00073
1966     49     1917      0.00048
1966     50     1916      0.00025
1966     51     1915      0.00015
1966     52     1914      0.00010
1966     53     1913      0.00008
1966     54     1912      0.00007
1966     55+    1911-     0.00020
1967     12-    1955+     0.00000
1967     13     1954      0.00000
1967     14     1953      0.00002
1967     15     1952      0.00021
1967     16     1951      0.00144
1967     17     1950      0.00668
1967     18     1949      0.02533
1967     19     1948      0.05818
1967     20     1947      0.10326
1967     21     1946      0.14140
1967     22     1945      0.14824
1967     23     1944      0.15211
1967     24     1943      0.13689
1967     25     1942      0.12739
1967     26     1941      0.12994
1967     27     1940      0.12123
1967     28     1939      0.10929
1967     29     1938      0.09798
1967     30     1937      0.09411
1967     31     1936      0.08766
1967     32     1935      0.07728
1967     33     1934      0.06898
1967     34     1933      0.05827
1967     35     1932      0.05239
1967     36     1931      0.04591
1967     37     1930      0.03779
1967     38     1929      0.03032
1967     39     1928      0.02482
1967     40     1927      0.02082
1967     41     1926      0.01541
1967     42     1925      0.01122
1967     43     1924      0.00832
1967     44     1923      0.00537
1967     45     1922      0.00351
1967     46     1921      0.00223
1967     47     1920      0.00139
1967     48     1919      0.00073
1967     49     1918      0.00037
1967     50     1917      0.00022
1967     51     1916      0.00011
1967     52     1915      0.00007
1967     53     1914      0.00006
1967     54     1913      0.00007
1967     55+    1912-     0.00026
1968     12-    1956+     0.00000
1968     13     1955      0.00000
1968     14     1954      0.00002
1968     15     1953      0.00023
1968     16     1952      0.00151
1968     17     1951      0.00682
1968     18     1950      0.02434
1968     19     1949      0.06208
1968     20     1948      0.10111
1968     21     1947      0.13023
1968     22     1946      0.15063
1968     23     1945      0.15175
1968     24     1944      0.14488
1968     25     1943      0.12995
1968     26     1942      0.11985
1968     27     1941      0.11658
1968     28     1940      0.10795
1968     29     1939      0.09714
1968     30     1938      0.09068
1968     31     1937      0.08222
1968     32     1936      0.07449
1968     33     1935      0.06811
1968     34     1934      0.05872
1968     35     1933      0.04980
1968     36     1932      0.04328
1968     37     1931      0.03711
1968     38     1930      0.03101
1968     39     1929      0.02406
1968     40     1928      0.01964
1968     41     1927      0.01497
1968     42     1926      0.01055
1968     43     1925      0.00780
1968     44     1924      0.00506
1968     45     1923      0.00322
1968     46     1922      0.00188
1968     47     1921      0.00108
1968     48     1920      0.00079
1968     49     1919      0.00042
1968     50     1918      0.00015
1968     51     1917      0.00010
1968     52     1916      0.00007
1968     53     1915      0.00006
1968     54     1914      0.00005
1968     55+    1913-     0.00015
1969     12-    1957+     0.00000
1969     13     1956      0.00000
1969     14     1955      0.00003
1969     15     1954      0.00027
1969     16     1953      0.00159
1969     17     1952      0.00679
1969     18     1951      0.02477
1969     19     1950      0.06064
1969     20     1949      0.10997
1969     21     1948      0.13779
1969     22     1947      0.14830
1969     23     1946      0.15938
1969     24     1945      0.14815
1969     25     1944      0.13867
1969     26     1943      0.12103
1969     27     1942      0.10939
1969     28     1941      0.10688
1969     29     1940      0.09667
1969     30     1939      0.09123
1969     31     1938      0.08233
1969     32     1937      0.07197
1969     33     1936      0.06647
1969     34     1935      0.05876
1969     35     1934      0.05084
1969     36     1933      0.04203
1969     37     1932      0.03590
1969     38     1931      0.02981
1969     39     1930      0.02333
1969     40     1929      0.01855
1969     41     1928      0.01395
1969     42     1927      0.00992
1969     43     1926      0.00698
1969     44     1925      0.00446
1969     45     1924      0.00291
1969     46     1923      0.00180
1969     47     1922      0.00095
1969     48     1921      0.00058
1969     49     1920      0.00046
1969     50     1919      0.00027
1969     51     1918      0.00011
1969     52     1917      0.00006
1969     53     1916      0.00004
1969     54     1915      0.00003
1969     55+    1914-     0.00008
1970     12-    1958+     0.00000
1970     13     1957      0.00000
1970     14     1956      0.00003
1970     15     1955      0.00027
1970     16     1954      0.00172
1970     17     1953      0.00721
1970     18     1952      0.02557
1970     19     1951      0.06576
1970     20     1950      0.11318
1970     21     1949      0.15308
1970     22     1948      0.15993
1970     23     1947      0.15720
1970     24     1946      0.15370
1970     25     1945      0.13428
1970     26     1944      0.12178
1970     27     1943      0.10523
1970     28     1942      0.09973
1970     29     1941      0.09810
1970     30     1940      0.08945
1970     31     1939      0.08137
1970     32     1938      0.07128
1970     33     1937      0.06292
1970     34     1936      0.05582
1970     35     1935      0.05005
1970     36     1934      0.04259
1970     37     1933      0.03408
1970     38     1932      0.02882
1970     39     1931      0.02340
1970     40     1930      0.01834
1970     41     1929      0.01342
1970     42     1928      0.00953
1970     43     1927      0.00653
1970     44     1926      0.00400
1970     45     1925      0.00253
1970     46     1924      0.00149
1970     47     1923      0.00078
1970     48     1922      0.00044
1970     49     1921      0.00031
1970     50     1920      0.00018
1970     51     1919      0.00009
1970     52     1918      0.00005
1970     53     1917      0.00003
1970     54     1916      0.00002
1970     55+    1915-     0.00006
1971     12-    1959+     0.00000
1971     13     1958      0.00000
1971     14     1957      0.00003
1971     15     1956      0.00028
1971     16     1955      0.00179
1971     17     1954      0.00797
1971     18     1953      0.02732
1971     19     1952      0.06757
1971     20     1951      0.11980
1971     21     1950      0.15609
1971     22     1949      0.17088
1971     23     1948      0.15918
1971     24     1947      0.14712
1971     25     1946      0.13887
1971     26     1945      0.12100
1971     27     1944      0.11282
1971     28     1943      0.10068
1971     29     1942      0.09437
1971     30     1941      0.09252
1971     31     1940      0.08259
1971     32     1939      0.07310
1971     33     1938      0.06343
1971     34     1937      0.05473
1971     35     1936      0.04881
1971     36     1935      0.04259
1971     37     1934      0.03497
1971     38     1933      0.02775
1971     39     1932      0.02254
1971     40     1931      0.01840
1971     41     1930      0.01326
1971     42     1929      0.00878
1971     43     1928      0.00615
1971     44     1927      0.00379
1971     45     1926      0.00214
1971     46     1925      0.00116
1971     47     1924      0.00059
1971     48     1923      0.00032
1971     49     1922      0.00019
1971     50     1921      0.00012
1971     51     1920      0.00007
1971     52     1919      0.00004
1971     53     1918      0.00002
1971     54     1917      0.00001
1971     55+    1916-     0.00004
1972     12-    1960+     0.00000
1972     13     1959      0.00000
1972     14     1958      0.00003
1972     15     1957      0.00029
1972     16     1956      0.00190
1972     17     1955      0.00834
1972     18     1954      0.02872
1972     19     1953      0.06893
1972     20     1952      0.12057
1972     21     1951      0.15788
1972     22     1950      0.16698
1972     23     1949      0.16792
1972     24     1948      0.14736
1972     25     1947      0.13362
1972     26     1946      0.12681
1972     27     1945      0.11066
1972     28     1944      0.10468
1972     29     1943      0.09266
1972     30     1942      0.08832
1972     31     1941      0.08327
1972     32     1940      0.07146
1972     33     1939      0.06395
1972     34     1938      0.05407
1972     35     1937      0.04693
1972     36     1936      0.04164
1972     37     1935      0.03537
1972     38     1934      0.02837
1972     39     1933      0.02196
1972     40     1932      0.01759
1972     41     1931      0.01299
1972     42     1930      0.00922
1972     43     1929      0.00599
1972     44     1928      0.00359
1972     45     1927      0.00214
1972     46     1926      0.00109
1972     47     1925      0.00057
1972     48     1924      0.00030
1972     49     1923      0.00018
1972     50     1922      0.00012
1972     51     1921      0.00008
1972     52     1920      0.00006
1972     53     1919      0.00004
1972     54     1918      0.00002
1972     55+    1917-     0.00008
1973     12-    1961+     0.00000
1973     13     1960      0.00000
1973     14     1959      0.00003
1973     15     1958      0.00029
1973     16     1957      0.00197
1973     17     1956      0.00833
1973     18     1955      0.02791
1973     19     1954      0.07076
1973     20     1953      0.11980
1973     21     1952      0.15404
1973     22     1951      0.16509
1973     23     1950      0.15741
1973     24     1949      0.14964
1973     25     1948      0.13133
1973     26     1947      0.11959
1973     27     1946      0.11214
1973     28     1945      0.09764
1973     29     1944      0.08912
1973     30     1943      0.08047
1973     31     1942      0.07652
1973     32     1941      0.07009
1973     33     1940      0.06046
1973     34     1939      0.05318
1973     35     1938      0.04464
1973     36     1937      0.03783
1973     37     1936      0.03296
1973     38     1935      0.02757
1973     39     1934      0.02170
1973     40     1933      0.01656
1973     41     1932      0.01250
1973     42     1931      0.00865
1973     43     1930      0.00578
1973     44     1929      0.00362
1973     45     1928      0.00201
1973     46     1927      0.00100
1973     47     1926      0.00050
1973     48     1925      0.00026
1973     49     1924      0.00013
1973     50     1923      0.00007
1973     51     1922      0.00005
1973     52     1921      0.00003
1973     53     1920      0.00002
1973     54     1919      0.00002
1973     55+    1918-     0.00005
1974     12-    1962+     0.00000
1974     13     1961      0.00000
1974     14     1960      0.00003
1974     15     1959      0.00033
1974     16     1958      0.00213
1974     17     1957      0.00906
1974     18     1956      0.02967
1974     19     1955      0.07321
1974     20     1954      0.12742
1974     21     1953      0.15846
1974     22     1952      0.16907
1974     23     1951      0.16478
1974     24     1950      0.15072
1974     25     1949      0.14136
1974     26     1948      0.12276
1974     27     1947      0.11203
1974     28     1946      0.10398
1974     29     1945      0.08851
1974     30     1944      0.08230
1974     31     1943      0.07117
1974     32     1942      0.06484
1974     33     1941      0.05967
1974     34     1940      0.05059
1974     35     1939      0.04487
1974     36     1938      0.03758
1974     37     1937      0.03116
1974     38     1936      0.02644
1974     39     1935      0.02175
1974     40     1934      0.01676
1974     41     1933      0.01189
1974     42     1932      0.00879
1974     43     1931      0.00598
1974     44     1930      0.00360
1974     45     1929      0.00205
1974     46     1928      0.00107
1974     47     1927      0.00053
1974     48     1926      0.00025
1974     49     1925      0.00014
1974     50     1924      0.00008
1974     51     1923      0.00005
1974     52     1922      0.00003
1974     53     1921      0.00002
1974     54     1920      0.00001
1974     55+    1919-     0.00002
1975     12-    1963+     0.00000
1975     13     1962      0.00000
1975     14     1961      0.00003
1975     15     1960      0.00036
1975     16     1959      0.00228
1975     17     1958      0.00964
1975     18     1957      0.03147
1975     19     1956      0.07496
1975     20     1955      0.12812
1975     21     1954      0.16311
1975     22     1953      0.16708
1975     23     1952      0.16165
1975     24     1951      0.15097
1975     25     1950      0.13561
1975     26     1949      0.12696
1975     27     1948      0.11039
1975     28     1947      0.09998
1975     29     1946      0.09197
1975     30     1945      0.07855
1975     31     1944      0.07159
1975     32     1943      0.06217
1975     33     1942      0.05617
1975     34     1941      0.04942
1975     35     1940      0.04171
1975     36     1939      0.03636
1975     37     1938      0.02942
1975     38     1937      0.02376
1975     39     1936      0.02016
1975     40     1935      0.01634
1975     41     1934      0.01173
1975     42     1933      0.00798
1975     43     1932      0.00548
1975     44     1931      0.00332
1975     45     1930      0.00195
1975     46     1929      0.00100
1975     47     1928      0.00046
1975     48     1927      0.00025
1975     49     1926      0.00014
1975     50     1925      0.00008
1975     51     1924      0.00005
1975     52     1923      0.00003
1975     53     1922      0.00002
1975     54     1921      0.00001
1975     55+    1920-     0.00005
1976     12-    1964+     0.00000
1976     13     1963      0.00000
1976     14     1962      0.00004
1976     15     1961      0.00042
1976     16     1960      0.00258
1976     17     1959      0.01045
1976     18     1958      0.03277
1976     19     1957      0.07857
1976     20     1956      0.13151
1976     21     1955      0.16228
1976     22     1954      0.17034
1976     23     1953      0.16152
1976     24     1952      0.15069
1976     25     1951      0.13820
1976     26     1950      0.12448
1976     27     1949      0.11609
1976     28     1948      0.09934
1976     29     1947      0.08828
1976     30     1946      0.08074
1976     31     1945      0.06651
1976     32     1944      0.05861
1976     33     1943      0.04990
1976     34     1942      0.04442
1976     35     1941      0.04018
1976     36     1940      0.03353
1976     37     1939      0.02806
1976     38     1938      0.02208
1976     39     1937      0.01792
1976     40     1936      0.01487
1976     41     1935      0.01122
1976     42     1934      0.00784
1976     43     1933      0.00510
1976     44     1932      0.00318
1976     45     1931      0.00183
1976     46     1930      0.00104
1976     47     1929      0.00052
1976     48     1928      0.00023
1976     49     1927      0.00011
1976     50     1926      0.00005
1976     51     1925      0.00003
1976     52     1924      0.00002
1976     53     1923      0.00001
1976     54     1922      0.00001
1976     55+    1921-     0.00004
1977     12-    1965+     0.00000
1977     13     1964      0.00000
1977     14     1963      0.00005
1977     15     1962      0.00044
1977     16     1961      0.00267
1977     17     1960      0.01138
1977     18     1959      0.03411
1977     19     1958      0.07953
1977     20     1957      0.13396
1977     21     1956      0.16094
1977     22     1955      0.16627
1977     23     1954      0.16087
1977     24     1953      0.14537
1977     25     1952      0.13354
1977     26     1951      0.12329
1977     27     1950      0.11097
1977     28     1949      0.10244
1977     29     1948      0.08806
1977     30     1947      0.07818
1977     31     1946      0.06870
1977     32     1945      0.05546
1977     33     1944      0.04887
1977     34     1943      0.04120
1977     35     1942      0.03676
1977     36     1941      0.03240
1977     37     1940      0.02603
1977     38     1939      0.02153
1977     39     1938      0.01660
1977     40     1937      0.01287
1977     41     1936      0.01010
1977     42     1935      0.00719
1977     43     1934      0.00485
1977     44     1933      0.00294
1977     45     1932      0.00174
1977     46     1931      0.00092
1977     47     1930      0.00045
1977     48     1929      0.00023
1977     49     1928      0.00012
1977     50     1927      0.00006
1977     51     1926      0.00002
1977     52     1925      0.00001
1977     53     1924      0.00001
1977     54     1923      0.00000
1977     55+    1922-     0.00000
1978     12-    1966+     0.00000
1978     13     1965      0.00000
1978     14     1964      0.00005
1978     15     1963      0.00046
1978     16     1962      0.00290
1978     17     1961      0.01200
1978     18     1960      0.03604
1978     19     1959      0.08256
1978     20     1958      0.13517
1978     21     1957      0.16586
1978     22     1956      0.16701
1978     23     1955      0.15689
1978     24     1954      0.14441
1978     25     1953      0.13031
1978     26     1952      0.12084
1978     27     1951      0.11141
1978     28     1950      0.09929
1978     29     1949      0.09064
1978     30     1948      0.07667
1978     31     1947      0.06595
1978     32     1946      0.05713
1978     33     1945      0.04642
1978     34     1944      0.04007
1978     35     1943      0.03267
1978     36     1942      0.02904
1978     37     1941      0.02479
1978     38     1940      0.01932
1978     39     1939      0.01571
1978     40     1938      0.01181
1978     41     1937      0.00873
1978     42     1936      0.00659
1978     43     1935      0.00450
1978     44     1934      0.00277
1978     45     1933      0.00155
1978     46     1932      0.00085
1978     47     1931      0.00043
1978     48     1930      0.00023
1978     49     1929      0.00011
1978     50     1928      0.00005
1978     51     1927      0.00002
1978     52     1926      0.00001
1978     53     1925      0.00001
1978     54     1924      0.00000
1978     55+    1923-     0.00001
1979     12-    1967+     0.00000
1979     13     1966      0.00000
1979     14     1965      0.00007
1979     15     1964      0.00059
1979     16     1963      0.00316
1979     17     1962      0.01231
1979     18     1961      0.03734
1979     19     1960      0.08588
1979     20     1959      0.13941
1979     21     1958      0.16655
1979     22     1957      0.16936
1979     23     1956      0.15525
1979     24     1955      0.14037
1979     25     1954      0.12965
1979     26     1953      0.11599
1979     27     1952      0.10607
1979     28     1951      0.09610
1979     29     1950      0.08454
1979     30     1949      0.07764
1979     31     1948      0.06334
1979     32     1947      0.05326
1979     33     1946      0.04640
1979     34     1945      0.03649
1979     35     1944      0.03151
1979     36     1943      0.02597
1979     37     1942      0.02228
1979     38     1941      0.01876
1979     39     1940      0.01440
1979     40     1939      0.01129
1979     41     1938      0.00806
1979     42     1937      0.00567
1979     43     1936      0.00401
1979     44     1935      0.00258
1979     45     1934      0.00152
1979     46     1933      0.00081
1979     47     1932      0.00041
1979     48     1931      0.00020
1979     49     1930      0.00013
1979     50     1929      0.00006
1979     51     1928      0.00002
1979     52     1927      0.00002
1979     53     1926      0.00001
1979     54     1925      0.00001
1979     55+    1924-     0.00001
1980     12-    1968+     0.00000
1980     13     1967      0.00000
1980     14     1966      0.00005
1980     15     1965      0.00056
1980     16     1964      0.00339
1980     17     1963      0.01305
1980     18     1962      0.03763
1980     19     1961      0.08663
1980     20     1960      0.14301
1980     21     1959      0.17060
1980     22     1958      0.17158
1980     23     1957      0.15880
1980     24     1956      0.14046
1980     25     1955      0.12719
1980     26     1954      0.11643
1980     27     1953      0.10458
1980     28     1952      0.09497
1980     29     1951      0.08467
1980     30     1950      0.07366
1980     31     1949      0.06527
1980     32     1948      0.05277
1980     33     1947      0.04440
1980     34     1946      0.03791
1980     35     1945      0.02989
1980     36     1944      0.02549
1980     37     1943      0.02045
1980     38     1942      0.01692
1980     39     1941      0.01347
1980     40     1940      0.01002
1980     41     1939      0.00758
1980     42     1938      0.00515
1980     43     1937      0.00353
1980     44     1936      0.00227
1980     45     1935      0.00133
1980     46     1934      0.00071
1980     47     1933      0.00034
1980     48     1932      0.00017
1980     49     1931      0.00009
1980     50     1930      0.00004
1980     51     1929      0.00002
1980     52     1928      0.00001
1980     53     1927      0.00001
1980     54     1926      0.00000
1980     55+    1925-     0.00001
1981     12-    1969+     0.00000
1981     13     1968      0.00000
1981     14     1967      0.00007
1981     15     1966      0.00062
1981     16     1965      0.00361
1981     17     1964      0.01391
1981     18     1963      0.03829
1981     19     1962      0.08414
1981     20     1961      0.13795
1981     21     1960      0.16875
1981     22     1959      0.17032
1981     23     1958      0.15875
1981     24     1957      0.14449
1981     25     1956      0.12885
1981     26     1955      0.11730
1981     27     1954      0.10803
1981     28     1953      0.09693
1981     29     1952      0.08738
1981     30     1951      0.07794
1981     31     1950      0.06624
1981     32     1949      0.05732
1981     33     1948      0.04619
1981     34     1947      0.03821
1981     35     1946      0.03209
1981     36     1945      0.02532
1981     37     1944      0.02119
1981     38     1943      0.01631
1981     39     1942      0.01305
1981     40     1941      0.01033
1981     41     1940      0.00742
1981     42     1939      0.00520
1981     43     1938      0.00324
1981     44     1937      0.00196
1981     45     1936      0.00123
1981     46     1935      0.00068
1981     47     1934      0.00032
1981     48     1933      0.00014
1981     49     1932      0.00009
1981     50     1931      0.00005
1981     51     1930      0.00002
1981     52     1929      0.00001
1981     53     1928      0.00001
1981     54     1927      0.00000
1981     55+    1926-     0.00000
1982     12-    1970+     0.00000
1982     13     1969      0.00000
1982     14     1968      0.00009
1982     15     1967      0.00069
1982     16     1966      0.00379
1982     17     1965      0.01474
1982     18     1964      0.03956
1982     19     1963      0.08515
1982     20     1962      0.13753
1982     21     1961      0.16932
1982     22     1960      0.17621
1982     23     1959      0.16562
1982     24     1958      0.15056
1982     25     1957      0.13735
1982     26     1956      0.12272
1982     27     1955      0.11160
1982     28     1954      0.10254
1982     29     1953      0.09023
1982     30     1952      0.08060
1982     31     1951      0.07061
1982     32     1950      0.05941
1982     33     1949      0.05181
1982     34     1948      0.04116
1982     35     1947      0.03440
1982     36     1946      0.02892
1982     37     1945      0.02179
1982     38     1944      0.01742
1982     39     1943      0.01301
1982     40     1942      0.01035
1982     41     1941      0.00779
1982     42     1940      0.00517
1982     43     1939      0.00343
1982     44     1938      0.00196
1982     45     1937      0.00109
1982     46     1936      0.00057
1982     47     1935      0.00031
1982     48     1934      0.00017
1982     49     1933      0.00009
1982     50     1932      0.00005
1982     51     1931      0.00003
1982     52     1930      0.00003
1982     53     1929      0.00001
1982     54     1928      0.00000
1982     55+    1927-     0.00001
1983     12-    1971+     0.00000
