Austria, Live births by calendar year, age reached during the year (ARDY), birth cohort and birth order (vertical parallelograms)
Last modified: 05/08/2021
Year  ARDY   Cohort       Total          B1          B2          B3          B4         B5p
1985    53    1932         0.00        0.00        0.00        0.00        0.00        0.00
1985    54    1931         0.00        0.00        0.00        0.00        0.00        0.00
1985    55+   1930-        0.00        0.00        0.00        0.00        0.00        0.00
1986    12-   1974+        0.00        0.00        0.00        0.00        0.00        0.00
1986    13    1973         3.00        3.00        0.00        0.00        0.00        0.00
1986    14    1972         4.00        4.00        0.00        0.00        0.00        0.00
1986    15    1971        33.00       31.00        2.00        0.00        0.00        0.00
1986    16    1970       183.00      175.00        8.00        0.00        0.00        0.00
1986    17    1969       669.00      649.00       19.00        1.00        0.00        0.00
1986    18    1968      1522.00     1424.00       94.00        4.00        0.00        0.00
1986    19    1967      2808.00     2505.00      280.00       21.00        2.00        0.00
1986    20    1966      4105.00     3436.00      615.00       51.00        3.00        0.00
1986    21    1965      5298.00     3959.00     1216.00      110.00       11.00        2.00
1986    22    1964      6148.00     4078.00     1829.00      211.00       28.00        2.00
1986    23    1963      7036.00     4143.00     2426.00      394.00       60.00       13.00
1986    24    1962      7315.00     3882.00     2764.00      555.00       93.00       21.00
1986    25    1961      7211.00     3392.00     2922.00      758.00      120.00       19.00
1986    26    1960      6857.00     2861.00     2888.00      884.00      185.00       39.00
1986    27    1959      6268.00     2454.00     2674.00      898.00      179.00       63.00
1986    28    1958      5535.00     2013.00     2293.00      913.00      242.00       74.00
1986    29    1957      4916.00     1594.00     2045.00      911.00      285.00       81.00
1986    30    1956      4315.00     1263.00     1759.00      882.00      314.00       97.00
1986    31    1955      3476.00      925.00     1322.00      806.00      304.00      119.00
1986    32    1954      2753.00      654.00     1045.00      683.00      261.00      110.00
1986    33    1953      2273.00      484.00      784.00      594.00      276.00      135.00
1986    34    1952      1929.00      364.00      599.00      565.00      246.00      155.00
1986    35    1951      1509.00      255.00      459.00      429.00      229.00      137.00
1986    36    1950      1265.00      212.00      332.00      357.00      222.00      142.00
1986    37    1949       999.00      138.00      251.00      299.00      157.00      154.00
1986    38    1948       829.00      105.00      187.00      217.00      166.00      154.00
1986    39    1947       599.00       85.00      109.00      173.00      116.00      116.00
1986    40    1946       386.00       43.00       78.00       90.00       80.00       95.00
1986    41    1945       252.00       37.00       41.00       52.00       62.00       60.00
1986    42    1944       185.00       24.00       39.00       37.00       38.00       47.00
1986    43    1943       123.00       14.00       14.00       22.00       26.00       47.00
1986    44    1942        70.00        6.00        8.00       17.00       11.00       28.00
1986    45    1941        48.00        3.00        8.00        9.00        8.00       20.00
1986    46    1940        18.00        2.00        2.00        1.00        4.00        9.00
1986    47    1939        15.00        0.00        1.00        3.00        2.00        9.00
1986    48    1938         5.00        0.00        0.00        2.00        2.00        1.00
1986    49    1937         2.00        0.00        1.00        0.00        0.00        1.00
1986    50    1936         2.00        0.00        0.00        0.00        0.00        2.00
1986    51    1935         0.00        0.00        0.00        0.00        0.00        0.00
1986    52    1934         0.00        0.00        0.00        0.00        0.00        0.00
1986    53    1933         0.00        0.00        0.00        0.00        0.00        0.00
1986    54    1932         0.00        0.00        0.00        0.00        0.00        0.00
1986    55+   1931-        0.00        0.00        0.00        0.00        0.00        0.00
1987    12-   1975+        0.00        0.00        0.00        0.00        0.00        0.00
1987    13    1974         1.00        1.00        0.00        0.00        0.00        0.00
1987    14    1973         8.00        7.00        1.00        0.00        0.00        0.00
1987    15    1972        41.00       41.00        0.00        0.00        0.00        0.00
1987    16    1971       207.00      196.00       11.00        0.00        0.00        0.00
1987    17    1970       568.00      542.00       26.00        0.00        0.00        0.00
1987    18    1969      1416.00     1317.00       96.00        3.00        0.00        0.00
1987    19    1968      2484.00     2205.00      260.00       19.00        0.00        0.00
1987    20    1967      3756.00     3116.00      588.00       47.00        5.00        0.00
1987    21    1966      4969.00     3728.00     1134.00      100.00        7.00        0.00
1987    22    1965      5739.00     3866.00     1648.00      196.00       25.00        4.00
1987    23    1964      6668.00     3977.00     2297.00      344.00       43.00        7.00
1987    24    1963      7295.00     3902.00     2721.00      577.00       77.00       18.00
1987    25    1962      7353.00     3648.00     2876.00      684.00      121.00       24.00
1987    26    1961      7033.00     3148.00     2910.00      777.00      154.00       44.00
1987    27    1960      6446.00     2545.00     2698.00      921.00      223.00       59.00
1987    28    1959      5762.00     2072.00     2428.00      915.00      261.00       86.00
1987    29    1958      4966.00     1774.00     1999.00      855.00      247.00       91.00
1987    30    1957      4309.00     1368.00     1724.00      866.00      260.00       91.00
1987    31    1956      3691.00     1034.00     1470.00      808.00      272.00      107.00
1987    32    1955      3033.00      713.00     1150.00      725.00      297.00      148.00
1987    33    1954      2317.00      523.00      811.00      611.00      252.00      120.00
1987    34    1953      1922.00      376.00      655.00      508.00      242.00      141.00
1987    35    1952      1599.00      305.00      503.00      460.00      193.00      138.00
1987    36    1951      1308.00      239.00      360.00      350.00      199.00      160.00
1987    37    1950      1011.00      167.00      248.00      275.00      164.00      157.00
1987    38    1949       772.00      116.00      180.00      202.00      143.00      131.00
1987    39    1948       629.00       80.00      144.00      183.00      105.00      117.00
1987    40    1947       467.00       58.00       86.00      127.00       97.00       99.00
1987    41    1946       294.00       38.00       54.00       49.00       72.00       81.00
1987    42    1945       154.00       14.00       22.00       44.00       32.00       42.00
1987    43    1944       123.00       12.00       21.00       18.00       20.00       52.00
1987    44    1943        73.00        8.00        4.00       12.00       15.00       34.00
1987    45    1942        51.00        5.00        4.00       10.00       10.00       22.00
1987    46    1941        22.00        0.00        3.00        2.00        3.00       14.00
1987    47    1940        10.00        0.00        2.00        2.00        2.00        4.00
1987    48    1939         2.00        1.00        0.00        1.00        0.00        0.00
1987    49    1938         2.00        0.00        0.00        0.00        0.00        2.00
1987    50    1937         1.00        0.00        0.00        0.00        0.00        1.00
1987    51    1936         0.00        0.00        0.00        0.00        0.00        0.00
1987    52    1935         0.00        0.00        0.00        0.00        0.00        0.00
1987    53    1934         1.00        0.00        0.00        0.00        0.00        1.00
1987    54    1933         0.00        0.00        0.00        0.00        0.00        0.00
1987    55+   1932-        0.00        0.00        0.00        0.00        0.00        0.00
1988    12-   1976+        0.00        0.00        0.00        0.00        0.00        0.00
1988    13    1975         1.00        1.00        0.00        0.00        0.00        0.00
1988    14    1974         7.00        6.00        1.00        0.00        0.00        0.00
1988    15    1973        40.00       38.00        2.00        0.00        0.00        0.00
1988    16    1972       200.00      191.00        8.00        1.00        0.00        0.00
1988    17    1971       565.00      531.00       33.00        1.00        0.00        0.00
1988    18    1970      1211.00     1133.00       73.00        5.00        0.00        0.00
1988    19    1969      2436.00     2180.00      241.00       14.00        1.00        0.00
1988    20    1968      3715.00     3109.00      562.00       41.00        3.00        0.00
1988    21    1967      4693.00     3558.00     1024.00      102.00        8.00        1.00
1988    22    1966      5778.00     3938.00     1624.00      199.00       16.00        1.00
1988    23    1965      6495.00     4021.00     2114.00      315.00       38.00        7.00
1988    24    1964      7176.00     3948.00     2669.00      472.00       73.00       14.00
1988    25    1963      7396.00     3756.00     2861.00      647.00      113.00       19.00
1988    26    1962      7202.00     3268.00     2975.00      764.00      152.00       43.00
1988    27    1961      6956.00     2832.00     2933.00      952.00      189.00       50.00
1988    28    1960      6067.00     2278.00     2477.00     1025.00      214.00       73.00
1988    29    1959      5278.00     1785.00     2186.00      953.00      251.00      103.00
1988    30    1958      4620.00     1469.00     1848.00      947.00      263.00       93.00
1988    31    1957      3942.00     1144.00     1595.00      807.00      286.00      110.00
1988    32    1956      3285.00      802.00     1266.00      802.00      288.00      127.00
1988    33    1955      2499.00      590.00      879.00      646.00      256.00      128.00
1988    34    1954      2014.00      428.00      646.00      567.00      242.00      131.00
1988    35    1953      1691.00      359.00      470.00      472.00      248.00      142.00
1988    36    1952      1315.00      236.00      380.00      354.00      202.00      143.00
1988    37    1951       948.00      166.00      237.00      276.00      149.00      120.00
1988    38    1950       808.00      115.00      195.00      229.00      138.00      131.00
1988    39    1949       535.00       73.00      119.00      149.00       98.00       96.00
1988    40    1948       465.00       57.00      102.00      109.00       92.00      105.00
1988    41    1947       295.00       34.00       52.00       89.00       53.00       67.00
1988    42    1946       176.00       15.00       39.00       44.00       37.00       41.00
1988    43    1945       104.00       21.00       11.00       28.00       11.00       33.00
1988    44    1944        68.00        7.00       11.00       12.00       17.00       21.00
1988    45    1943        35.00        3.00        2.00        6.00        6.00       18.00
1988    46    1942        16.00        0.00        2.00        2.00        3.00        9.00
1988    47    1941        15.00        1.00        0.00        0.00        2.00       12.00
1988    48    1940         5.00        0.00        0.00        1.00        1.00        3.00
1988    49    1939         0.00        0.00        0.00        0.00        0.00        0.00
1988    50    1938         0.00        0.00        0.00        0.00        0.00        0.00
1988    51    1937         0.00        0.00        0.00        0.00        0.00        0.00
1988    52    1936         0.00        0.00        0.00        0.00        0.00        0.00
1988    53    1935         0.00        0.00        0.00        0.00        0.00        0.00
1988    54    1934         0.00        0.00        0.00        0.00        0.00        0.00
1988    55+   1933-        0.00        0.00        0.00        0.00        0.00        0.00
1989    12-   1977+        0.00        0.00        0.00        0.00        0.00        0.00
1989    13    1976         0.00        0.00        0.00        0.00        0.00        0.00
1989    14    1975         8.00        7.00        1.00        0.00        0.00        0.00
1989    15    1974        45.00       44.00        1.00        0.00        0.00        0.00
1989    16    1973       190.00      184.00        6.00        0.00        0.00        0.00
1989    17    1972       589.00      559.00       29.00        1.00        0.00        0.00
1989    18    1971      1177.00     1091.00       79.00        7.00        0.00        0.00
1989    19    1970      2185.00     1934.00      245.00        6.00        0.00        0.00
1989    20    1969      3402.00     2839.00      518.00       45.00        0.00        0.00
1989    21    1968      4458.00     3425.00      917.00      104.00       12.00        0.00
1989    22    1967      5414.00     3703.00     1530.00      161.00       17.00        3.00
1989    23    1966      6137.00     3686.00     2078.00      329.00       38.00        6.00
1989    24    1965      7032.00     3886.00     2587.00      480.00       66.00       13.00
1989    25    1964      7544.00     3772.00     2976.00      671.00      109.00       16.00
1989    26    1963      7421.00     3412.00     3052.00      779.00      143.00       35.00
1989    27    1962      6997.00     2838.00     2954.00      956.00      198.00       51.00
1989    28    1961      6476.00     2419.00     2718.00     1007.00      263.00       69.00
1989    29    1960      5537.00     1893.00     2266.00     1009.00      272.00       97.00
1989    30    1959      4848.00     1431.00     2011.00     1001.00      285.00      120.00
1989    31    1958      4074.00     1170.00     1599.00      902.00      300.00      103.00
1989    32    1957      3417.00      880.00     1320.00      820.00      278.00      119.00
1989    33    1956      2833.00      659.00     1018.00      738.00      286.00      132.00
1989    34    1955      2261.00      486.00      784.00      609.00      253.00      129.00
1989    35    1954      1736.00      357.00      541.00      483.00      248.00      107.00
1989    36    1953      1363.00      230.00      396.00      412.00      183.00      142.00
1989    37    1952      1015.00      179.00      277.00      284.00      162.00      113.00
1989    38    1951       794.00      113.00      204.00      236.00      136.00      105.00
1989    39    1950       620.00       87.00      135.00      158.00      115.00      125.00
