Ukraine, Period fertility rates by calendar year, age reached during the year (ARDY), birth cohort and birth order (vertical parallelograms)
Last modified: 13/11/2015
Year    ARDY   Cohort        ASFR       ASFR1       ASFR2       ASFR3       ASFR4      ASFR5p
1961     28     1933      0.11646     0.03624     0.05261     0.02026     0.00532     0.00203
1961     29     1932      0.10984     0.02891     0.04973     0.02213     0.00631     0.00276
1961     30     1931      0.10463     0.02350     0.04686     0.02293     0.00755     0.00378
1961     31     1930      0.09365     0.01851     0.04078     0.02164     0.00798     0.00474
1961     32     1929      0.08086     0.01432     0.03361     0.01960     0.00779     0.00554
1961     33     1928      0.07146     0.01171     0.02792     0.01787     0.00763     0.00632
1961     34     1927      0.06407     0.00991     0.02313     0.01636     0.00757     0.00709
1961     35     1926      0.05544     0.00813     0.01828     0.01427     0.00718     0.00759
1961     36     1925      0.04573     0.00639     0.01386     0.01168     0.00630     0.00751
1961     37     1924      0.03797     0.00516     0.01066     0.00944     0.00543     0.00728
1961     38     1923      0.03169     0.00422     0.00811     0.00747     0.00467     0.00723
1961     39     1922      0.02617     0.00339     0.00597     0.00570     0.00392     0.00720
1961     40     1921      0.02134     0.00264     0.00436     0.00423     0.00320     0.00691
1961     41     1920      0.01683     0.00197     0.00311     0.00305     0.00250     0.00619
1961     42     1919      0.01184     0.00133     0.00191     0.00194     0.00169     0.00496
1961     43     1918      0.00722     0.00078     0.00098     0.00106     0.00095     0.00345
1961     44     1917      0.00403     0.00041     0.00045     0.00053     0.00048     0.00216
1961     45     1916      0.00245     0.00026     0.00022     0.00028     0.00027     0.00143
1961     46     1915      0.00159     0.00016     0.00012     0.00016     0.00017     0.00098
1961     47     1914      0.00099     0.00007     0.00008     0.00010     0.00011     0.00062
1961     48     1913      0.00061     0.00002     0.00007     0.00008     0.00007     0.00037
1961     49     1912      0.00039     0.00001     0.00006     0.00007     0.00005     0.00021
1961     50     1911      0.00023     0.00000     0.00005     0.00006     0.00002     0.00010
1961     51     1910      0.00014     0.00000     0.00004     0.00004     0.00001     0.00005
1961     52     1909      0.00009     0.00000     0.00003     0.00002     0.00001     0.00003
1961     53     1908      0.00007     0.00000     0.00002     0.00001     0.00001     0.00003
1961     54     1907      0.00006     0.00000     0.00001     0.00000     0.00001     0.00003
1961     55+    1906-     0.00015     0.00000     0.00001     0.00000     0.00006     0.00007
1962     12-    1950+     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1962     13     1949      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1962     14     1948      0.00002     0.00002     0.00000     0.00000     0.00000     0.00000
1962     15     1947      0.00016     0.00016     0.00000     0.00000     0.00000     0.00000
1962     16     1946      0.00113     0.00113     0.00000     0.00000     0.00000     0.00000
1962     17     1945      0.00608     0.00608     0.00000     0.00000     0.00000     0.00000
1962     18     1944      0.02694     0.02684     0.00009     0.00001     0.00000     0.00000
1962     19     1943      0.07008     0.06662     0.00325     0.00020     0.00000     0.00000
1962     20     1942      0.10576     0.09327     0.01171     0.00078     0.00001     0.00000
1962     21     1941      0.12771     0.10813     0.01802     0.00152     0.00004     0.00000
1962     22     1940      0.14559     0.11428     0.02819     0.00296     0.00015     0.00000
1962     23     1939      0.15203     0.10968     0.03702     0.00481     0.00051     0.00002
1962     24     1938      0.15749     0.10232     0.04651     0.00724     0.00116     0.00025
1962     25     1937      0.15934     0.08750     0.05782     0.01118     0.00214     0.00070
1962     26     1936      0.14784     0.06716     0.06153     0.01495     0.00322     0.00099
1962     27     1935      0.13118     0.05116     0.05766     0.01699     0.00407     0.00131
1962     28     1934      0.11855     0.03896     0.05400     0.01896     0.00497     0.00165
1962     29     1933      0.11041     0.02982     0.05112     0.02104     0.00615     0.00229
1962     30     1932      0.10483     0.02385     0.04831     0.02222     0.00724     0.00322
1962     31     1931      0.09406     0.01871     0.04215     0.02136     0.00768     0.00416
1962     32     1930      0.08036     0.01402     0.03411     0.01944     0.00770     0.00508
1962     33     1929      0.07029     0.01124     0.02794     0.01760     0.00758     0.00592
1962     34     1928      0.06273     0.00959     0.02317     0.01596     0.00742     0.00660
1962     35     1927      0.05370     0.00795     0.01829     0.01370     0.00685     0.00691
1962     36     1926      0.04374     0.00631     0.01386     0.01105     0.00584     0.00667
1962     37     1925      0.03626     0.00516     0.01074     0.00899     0.00499     0.00638
1962     38     1924      0.03088     0.00429     0.00836     0.00740     0.00440     0.00643
1962     39     1923      0.02627     0.00351     0.00634     0.00595     0.00385     0.00662
1962     40     1922      0.02236     0.00285     0.00476     0.00470     0.00330     0.00675
1962     41     1921      0.01822     0.00225     0.00344     0.00350     0.00263     0.00640
1962     42     1920      0.01256     0.00152     0.00209     0.00216     0.00169     0.00509
1962     43     1919      0.00721     0.00087     0.00105     0.00107     0.00087     0.00334
1962     44     1918      0.00368     0.00044     0.00047     0.00047     0.00039     0.00191
1962     45     1917      0.00205     0.00024     0.00023     0.00023     0.00019     0.00116
1962     46     1916      0.00135     0.00015     0.00015     0.00014     0.00011     0.00080
1962     47     1915      0.00085     0.00009     0.00009     0.00009     0.00007     0.00050
1962     48     1914      0.00053     0.00006     0.00006     0.00006     0.00005     0.00030
1962     49     1913      0.00033     0.00004     0.00004     0.00004     0.00003     0.00018
1962     50     1912      0.00019     0.00003     0.00002     0.00002     0.00002     0.00009
1962     51     1911      0.00010     0.00002     0.00001     0.00001     0.00001     0.00005
1962     52     1910      0.00007     0.00001     0.00001     0.00001     0.00001     0.00003
1962     53     1909      0.00007     0.00001     0.00001     0.00001     0.00001     0.00003
1962     54     1908      0.00007     0.00000     0.00001     0.00001     0.00001     0.00004
1962     55+    1907-     0.00029     0.00000     0.00009     0.00005     0.00001     0.00013
1963     12-    1951+     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1963     13     1950      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1963     14     1949      0.00002     0.00002     0.00000     0.00000     0.00000     0.00000
1963     15     1948      0.00019     0.00019     0.00000     0.00000     0.00000     0.00000
1963     16     1947      0.00131     0.00130     0.00001     0.00000     0.00000     0.00000
1963     17     1946      0.00737     0.00727     0.00010     0.00000     0.00000     0.00000
1963     18     1945      0.02916     0.02825     0.00091     0.00001     0.00000     0.00000
1963     19     1944      0.07323     0.06839     0.00467     0.00016     0.00000     0.00000
1963     20     1943      0.10739     0.09656     0.01018     0.00065     0.00000     0.00000
1963     21     1942      0.12688     0.10865     0.01687     0.00136     0.00000     0.00000
1963     22     1941      0.14949     0.11728     0.02918     0.00304     0.00000     0.00000
1963     23     1940      0.15815     0.11086     0.04182     0.00537     0.00007     0.00002
1963     24     1939      0.16130     0.09960     0.05230     0.00802     0.00114     0.00024
1963     25     1938      0.15817     0.08200     0.06085     0.01170     0.00294     0.00068
1963     26     1937      0.14291     0.06151     0.06215     0.01486     0.00341     0.00097
1963     27     1936      0.12455     0.04654     0.05686     0.01599     0.00389     0.00127
1963     28     1935      0.11150     0.03568     0.05251     0.01739     0.00431     0.00161
1963     29     1934      0.10399     0.02762     0.04928     0.01947     0.00536     0.00227
1963     30     1933      0.10036     0.02255     0.04669     0.02116     0.00679     0.00317
1963     31     1932      0.09100     0.01788     0.04065     0.02079     0.00758     0.00411
1963     32     1931      0.07786     0.01338     0.03260     0.01910     0.00770     0.00508
1963     33     1930      0.06827     0.01077     0.02664     0.01739     0.00756     0.00591
1963     34     1929      0.06087     0.00920     0.02211     0.01579     0.00725     0.00651
1963     35     1928      0.05212     0.00766     0.01757     0.01365     0.00656     0.00669
1963     36     1927      0.04250     0.00608     0.01336     0.01114     0.00553     0.00639
1963     37     1926      0.03529     0.00500     0.01045     0.00911     0.00469     0.00604
1963     38     1925      0.02972     0.00415     0.00815     0.00738     0.00407     0.00597
1963     39     1924      0.02497     0.00338     0.00619     0.00581     0.00352     0.00606
1963     40     1923      0.02047     0.00261     0.00457     0.00437     0.00292     0.00600
1963     41     1922      0.01611     0.00194     0.00325     0.00314     0.00228     0.00550
1963     42     1921      0.01146     0.00137     0.00202     0.00202     0.00157     0.00447
1963     43     1920      0.00716     0.00088     0.00105     0.00113     0.00094     0.00316
1963     44     1919      0.00409     0.00052     0.00050     0.00057     0.00051     0.00200
1963     45     1918      0.00252     0.00035     0.00025     0.00032     0.00029     0.00132
1963     46     1917      0.00167     0.00022     0.00015     0.00020     0.00018     0.00092
1963     47     1916      0.00101     0.00008     0.00010     0.00012     0.00011     0.00059
1963     48     1915      0.00058     0.00002     0.00007     0.00008     0.00007     0.00035
1963     49     1914      0.00033     0.00000     0.00005     0.00004     0.00004     0.00019
1963     50     1913      0.00017     0.00000     0.00003     0.00002     0.00002     0.00009
1963     51     1912      0.00009     0.00000     0.00002     0.00001     0.00001     0.00005
1963     52     1911      0.00006     0.00000     0.00002     0.00001     0.00001     0.00003
1963     53     1910      0.00005     0.00000     0.00001     0.00001     0.00000     0.00002
1963     54     1909      0.00004     0.00000     0.00001     0.00001     0.00000     0.00002
1963     55+    1908-     0.00010     0.00000     0.00003     0.00002     0.00000     0.00005
1964     12-    1952+     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1964     13     1951      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1964     14     1950      0.00002     0.00002     0.00000     0.00000     0.00000     0.00000
1964     15     1949      0.00019     0.00019     0.00000     0.00000     0.00000     0.00000
1964     16     1948      0.00139     0.00139     0.00001     0.00000     0.00000     0.00000
1964     17     1947      0.00726     0.00717     0.00009     0.00000     0.00000     0.00000
1964     18     1946      0.02769     0.02684     0.00084     0.00001     0.00000     0.00000
1964     19     1945      0.06740     0.06317     0.00409     0.00014     0.00000     0.00000
1964     20     1944      0.09744     0.08833     0.00858     0.00053     0.00000     0.00000
1964     21     1943      0.11793     0.10232     0.01445     0.00115     0.00000     0.00000
1964     22     1942      0.14389     0.11478     0.02632     0.00279     0.00000     0.00000
1964     23     1941      0.15576     0.11102     0.03943     0.00522     0.00007     0.00002
1964     24     1940      0.15878     0.09951     0.05007     0.00786     0.00112     0.00022
1964     25     1939      0.15460     0.08190     0.05833     0.01099     0.00276     0.00062
1964     26     1938      0.13925     0.06224     0.05980     0.01335     0.00301     0.00086
1964     27     1937      0.12027     0.04719     0.05469     0.01395     0.00332     0.00110
1964     28     1936      0.10718     0.03648     0.05065     0.01501     0.00364     0.00139
1964     29     1935      0.10012     0.02859     0.04787     0.01708     0.00459     0.00199
1964     30     1934      0.09644     0.02306     0.04520     0.01923     0.00604     0.00292
1964     31     1933      0.08743     0.01806     0.03911     0.01941     0.00694     0.00391
1964     32     1932      0.07480     0.01355     0.03125     0.01797     0.00713     0.00489
1964     33     1931      0.06527     0.01081     0.02544     0.01631     0.00702     0.00568
1964     34     1930      0.05778     0.00919     0.02118     0.01461     0.00667     0.00613
1964     35     1929      0.04906     0.00767     0.01692     0.01242     0.00594     0.00610
1964     36     1928      0.03983     0.00619     0.01298     0.01003     0.00497     0.00566
1964     37     1927      0.03286     0.00508     0.01016     0.00817     0.00420     0.00524
1964     38     1926      0.02765     0.00418     0.00798     0.00668     0.00367     0.00514
1964     39     1925      0.02324     0.00335     0.00610     0.00534     0.00322     0.00523
1964     40     1924      0.01901     0.00269     0.00444     0.00402     0.00269     0.00517
1964     41     1923      0.01499     0.00216     0.00311     0.00289     0.00211     0.00474
1964     42     1922      0.01069     0.00148     0.00196     0.00189     0.00147     0.00389
1964     43     1921      0.00662     0.00082     0.00105     0.00106     0.00088     0.00281
1964     44     1920      0.00376     0.00039     0.00051     0.00055     0.00048     0.00184
1964     45     1919      0.00227     0.00018     0.00027     0.00030     0.00028     0.00124
1964     46     1918      0.00152     0.00012     0.00016     0.00019     0.00017     0.00087
1964     47     1917      0.00094     0.00010     0.00010     0.00011     0.00010     0.00053
1964     48     1916      0.00054     0.00007     0.00006     0.00006     0.00006     0.00029
1964     49     1915      0.00026     0.00003     0.00004     0.00003     0.00003     0.00014
1964     50     1914      0.00010     0.00001     0.00002     0.00001     0.00001     0.00006
1964     51     1913      0.00004     0.00000     0.00001     0.00001     0.00001     0.00002
1964     52     1912      0.00003     0.00000     0.00001     0.00000     0.00000     0.00001
1964     53     1911      0.00003     0.00000     0.00001     0.00000     0.00000     0.00001
1964     54     1910      0.00004     0.00000     0.00001     0.00001     0.00000     0.00002
1964     55+    1909-     0.00054     0.00045     0.00001     0.00001     0.00001     0.00004
1965     12-    1953+     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1965     13     1952      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1965     14     1951      0.00002     0.00002     0.00000     0.00000     0.00000     0.00000
1965     15     1950      0.00017     0.00017     0.00000     0.00000     0.00000     0.00000
1965     16     1949      0.00129     0.00129     0.00000     0.00000     0.00000     0.00000
1965     17     1948      0.00694     0.00694     0.00000     0.00000     0.00000     0.00000
1965     18     1947      0.02602     0.02593     0.00008     0.00001     0.00000     0.00000
1965     19     1946      0.06455     0.06122     0.00318     0.00016     0.00000     0.00000
1965     20     1945      0.09531     0.08420     0.01054     0.00058     0.00000     0.00000
1965     21     1944      0.11593     0.09848     0.01622     0.00122     0.00000     0.00000
1965     22     1943      0.14116     0.10926     0.02900     0.00290     0.00000     0.00000
1965     23     1942      0.15140     0.10542     0.04055     0.00534     0.00007     0.00001
1965     24     1941      0.15220     0.09351     0.04944     0.00792     0.00115     0.00019
1965     25     1940      0.14630     0.07595     0.05651     0.01052     0.00278     0.00055
1965     26     1939      0.13026     0.05767     0.05666     0.01225     0.00291     0.00077
1965     27     1938      0.11172     0.04404     0.05093     0.01260     0.00314     0.00101
1965     28     1937      0.10027     0.03454     0.04753     0.01351     0.00339     0.00129
1965     29     1936      0.09602     0.02777     0.04662     0.01556     0.00424     0.00184
1965     30     1935      0.09358     0.02209     0.04524     0.01789     0.00561     0.00275
1965     31     1934      0.08526     0.01683     0.03978     0.01842     0.00647     0.00375
1965     32     1933      0.07434     0.01291     0.03273     0.01742     0.00666     0.00463
1965     33     1932      0.06512     0.01044     0.02672     0.01601     0.00660     0.00536
1965     34     1931      0.05713     0.00886     0.02173     0.01437     0.00634     0.00582
1965     35     1930      0.04853     0.00750     0.01714     0.01232     0.00575     0.00583
1965     36     1929      0.03952     0.00609     0.01304     0.01006     0.00489     0.00543
1965     37     1928      0.03240     0.00500     0.01007     0.00813     0.00414     0.00505
1965     38     1927      0.02696     0.00417     0.00784     0.00651     0.00356     0.00489
1965     39     1926      0.02250     0.00346     0.00603     0.00509     0.00303     0.00488
1965     40     1925      0.01790     0.00270     0.00437     0.00374     0.00243     0.00466
1965     41     1924      0.01363     0.00203     0.00302     0.00263     0.00183     0.00412
1965     42     1923      0.00990     0.00148     0.00197     0.00176     0.00130     0.00340
1965     43     1922      0.00659     0.00099     0.00115     0.00105     0.00083     0.00257
1965     44     1921      0.00411     0.00061     0.00062     0.00059     0.00049     0.00180
1965     45     1920      0.00256     0.00039     0.00034     0.00033     0.00029     0.00121
1965     46     1919      0.00158     0.00023     0.00019     0.00019     0.00018     0.00079
1965     47     1918      0.00086     0.00009     0.00010     0.00011     0.00009     0.00047
1965     48     1917      0.00041     0.00003     0.00004     0.00006     0.00004     0.00024
1965     49     1916      0.00019     0.00001     0.00002     0.00003     0.00001     0.00012
1965     50     1915      0.00009     0.00000     0.00001     0.00002     0.00001     0.00006
1965     51     1914      0.00005     0.00000     0.00000     0.00001     0.00000     0.00003
1965     52     1913      0.00003     0.00000     0.00000     0.00001     0.00000     0.00002
1965     53     1912      0.00002     0.00000     0.00000     0.00000     0.00000     0.00001
1965     54     1911      0.00001     0.00000     0.00000     0.00000     0.00000     0.00001
1965     55+    1910-     0.00003     0.00000     0.00001     0.00001     0.00001     0.00001
1966     12-    1954+     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1966     13     1953      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1966     14     1952      0.00002     0.00002     0.00000     0.00000     0.00000     0.00000
1966     15     1951      0.00020     0.00020     0.00000     0.00000     0.00000     0.00000
1966     16     1950      0.00137     0.00137     0.00000     0.00000     0.00000     0.00000
1966     17     1949      0.00725     0.00725     0.00000     0.00000     0.00000     0.00000
1966     18     1948      0.02751     0.02743     0.00008     0.00000     0.00000     0.00000
1966     19     1947      0.06697     0.06410     0.00276     0.00011     0.00000     0.00000
1966     20     1946      0.10122     0.09079     0.00996     0.00046     0.00000     0.00000
1966     21     1945      0.12634     0.10898     0.01625     0.00111     0.00000     0.00000
1966     22     1944      0.15173     0.12021     0.02871     0.00281     0.00000     0.00000
1966     23     1943      0.16198     0.11554     0.04083     0.00551     0.00008     0.00002
1966     24     1942      0.16226     0.10083     0.05139     0.00853     0.00123     0.00028
1966     25     1941      0.15502     0.07999     0.06012     0.01130     0.00290     0.00070
1966     26     1940      0.13695     0.05922     0.06093     0.01299     0.00296     0.00085
1966     27     1939      0.11722     0.04413     0.05539     0.01348     0.00319     0.00103
1966     28     1938      0.10586     0.03497     0.05184     0.01438     0.00343     0.00124
1966     29     1937      0.10276     0.02944     0.05083     0.01646     0.00429     0.00174
1966     30     1936      0.09966     0.02413     0.04817     0.01880     0.00580     0.00276
1966     31     1935      0.09019     0.01867     0.04143     0.01926     0.00685     0.00398
1966     32     1934      0.07904     0.01464     0.03407     0.01819     0.00712     0.00502
1966     33     1933      0.06895     0.01165     0.02761     0.01672     0.00708     0.00588
1966     34     1932      0.05938     0.00935     0.02196     0.01495     0.00673     0.00638
1966     35     1931      0.05060     0.00763     0.01753     0.01306     0.00610     0.00629
1966     36     1930      0.04172     0.00612     0.01368     0.01090     0.00522     0.00580
1966     37     1929      0.03363     0.00484     0.01029     0.00873     0.00438     0.00539
1966     38     1928      0.02749     0.00396     0.00778     0.00690     0.00370     0.00514
1966     39     1927      0.02244     0.00325     0.00579     0.00530     0.00311     0.00499
1966     40     1926      0.01745     0.00251     0.00406     0.00385     0.00243     0.00459
1966     41     1925      0.01299     0.00186     0.00275     0.00270     0.00179     0.00390
1966     42     1924      0.00955     0.00137     0.00184     0.00181     0.00131     0.00321
1966     43     1923      0.00672     0.00097     0.00116     0.00111     0.00094     0.00254
1966     44     1922      0.00451     0.00064     0.00069     0.00063     0.00064     0.00191
1966     45     1921      0.00293     0.00042     0.00040     0.00035     0.00043     0.00134
1966     46     1920      0.00184     0.00025     0.00023     0.00020     0.00026     0.00090
1966     47     1919      0.00102     0.00009     0.00013     0.00013     0.00012     0.00054
1966     48     1918      0.00048     0.00002     0.00007     0.00009     0.00004     0.00027
1966     49     1917      0.00021     0.00000     0.00003     0.00006     0.00001     0.00011
1966     50     1916      0.00011     0.00000     0.00002     0.00004     0.00000     0.00005
1966     51     1915      0.00006     0.00000     0.00001     0.00003     0.00000     0.00002
1966     52     1914      0.00003     0.00000     0.00001     0.00001     0.00000     0.00001
1966     53     1913      0.00002     0.00000     0.00000     0.00001     0.00000     0.00001
1966     54     1912      0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1966     55+    1911-     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1967     12-    1955+     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1967     13     1954      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1967     14     1953      0.00002     0.00002     0.00000     0.00000     0.00000     0.00000
1967     15     1952      0.00019     0.00019     0.00000     0.00000     0.00000     0.00000
1967     16     1951      0.00130     0.00130     0.00000     0.00000     0.00000     0.00000
1967     17     1950      0.00694     0.00694     0.00000     0.00000     0.00000     0.00000
1967     18     1949      0.02766     0.02758     0.00008     0.00001     0.00000     0.00000
1967     19     1948      0.06893     0.06583     0.00296     0.00014     0.00000     0.00000
1967     20     1947      0.10633     0.09501     0.01074     0.00057     0.00000     0.00000
