Ukraine, Period fertility rates by calendar year, age reached during the year (ARDY) and birth cohort (vertical parallelograms)
Last modified: 13/11/2015
Year    ARDY   Cohort        ASFR
1960     45     1915      0.00281
1960     46     1914      0.00180
1960     47     1913      0.00116
1960     48     1912      0.00076
1960     49     1911      0.00051
1960     50     1910      0.00033
1960     51     1909      0.00021
1960     52     1908      0.00015
1960     53     1907      0.00012
1960     54     1906      0.00009
1960     55+    1905-     0.00024
1961     12-    1949+     0.00000
1961     13     1948      0.00000
1961     14     1947      0.00002
1961     15     1946      0.00019
1961     16     1945      0.00106
1961     17     1944      0.00569
1961     18     1943      0.02568
1961     19     1942      0.06692
1961     20     1941      0.10800
1961     21     1940      0.13687
1961     22     1939      0.15262
1961     23     1938      0.15670
1961     24     1937      0.15959
1961     25     1936      0.15927
1961     26     1935      0.14600
1961     27     1934      0.12850
1961     28     1933      0.11646
1961     29     1932      0.10984
1961     30     1931      0.10463
1961     31     1930      0.09365
1961     32     1929      0.08086
1961     33     1928      0.07146
1961     34     1927      0.06407
1961     35     1926      0.05544
1961     36     1925      0.04573
1961     37     1924      0.03797
1961     38     1923      0.03169
1961     39     1922      0.02617
1961     40     1921      0.02134
1961     41     1920      0.01683
1961     42     1919      0.01184
1961     43     1918      0.00722
1961     44     1917      0.00403
1961     45     1916      0.00245
1961     46     1915      0.00159
1961     47     1914      0.00099
1961     48     1913      0.00061
1961     49     1912      0.00039
1961     50     1911      0.00023
1961     51     1910      0.00014
1961     52     1909      0.00009
1961     53     1908      0.00007
1961     54     1907      0.00006
1961     55+    1906-     0.00015
1962     12-    1950+     0.00000
1962     13     1949      0.00000
1962     14     1948      0.00002
1962     15     1947      0.00016
1962     16     1946      0.00113
1962     17     1945      0.00608
1962     18     1944      0.02694
1962     19     1943      0.07008
1962     20     1942      0.10576
1962     21     1941      0.12771
1962     22     1940      0.14559
1962     23     1939      0.15203
1962     24     1938      0.15749
1962     25     1937      0.15934
1962     26     1936      0.14784
1962     27     1935      0.13118
1962     28     1934      0.11855
1962     29     1933      0.11041
1962     30     1932      0.10483
1962     31     1931      0.09406
1962     32     1930      0.08036
1962     33     1929      0.07029
1962     34     1928      0.06273
1962     35     1927      0.05370
1962     36     1926      0.04374
1962     37     1925      0.03626
1962     38     1924      0.03088
1962     39     1923      0.02627
1962     40     1922      0.02236
1962     41     1921      0.01822
1962     42     1920      0.01256
1962     43     1919      0.00721
1962     44     1918      0.00368
1962     45     1917      0.00205
1962     46     1916      0.00135
1962     47     1915      0.00085
1962     48     1914      0.00053
1962     49     1913      0.00033
1962     50     1912      0.00019
1962     51     1911      0.00010
1962     52     1910      0.00007
1962     53     1909      0.00007
1962     54     1908      0.00007
1962     55+    1907-     0.00029
1963     12-    1951+     0.00000
1963     13     1950      0.00000
1963     14     1949      0.00002
1963     15     1948      0.00019
1963     16     1947      0.00131
1963     17     1946      0.00737
1963     18     1945      0.02916
1963     19     1944      0.07323
1963     20     1943      0.10739
1963     21     1942      0.12688
1963     22     1941      0.14949
1963     23     1940      0.15815
1963     24     1939      0.16130
1963     25     1938      0.15817
1963     26     1937      0.14291
1963     27     1936      0.12455
1963     28     1935      0.11150
1963     29     1934      0.10399
1963     30     1933      0.10036
1963     31     1932      0.09100
1963     32     1931      0.07786
1963     33     1930      0.06827
1963     34     1929      0.06087
1963     35     1928      0.05212
1963     36     1927      0.04250
1963     37     1926      0.03529
1963     38     1925      0.02972
1963     39     1924      0.02497
1963     40     1923      0.02047
1963     41     1922      0.01611
1963     42     1921      0.01146
1963     43     1920      0.00716
1963     44     1919      0.00409
1963     45     1918      0.00252
1963     46     1917      0.00167
1963     47     1916      0.00101
1963     48     1915      0.00058
1963     49     1914      0.00033
1963     50     1913      0.00017
1963     51     1912      0.00009
1963     52     1911      0.00006
1963     53     1910      0.00005
1963     54     1909      0.00004
1963     55+    1908-     0.00010
1964     12-    1952+     0.00000
1964     13     1951      0.00000
1964     14     1950      0.00002
1964     15     1949      0.00019
1964     16     1948      0.00139
1964     17     1947      0.00726
1964     18     1946      0.02769
1964     19     1945      0.06740
1964     20     1944      0.09744
1964     21     1943      0.11793
1964     22     1942      0.14389
1964     23     1941      0.15576
1964     24     1940      0.15878
1964     25     1939      0.15460
1964     26     1938      0.13925
1964     27     1937      0.12027
1964     28     1936      0.10718
1964     29     1935      0.10012
1964     30     1934      0.09644
1964     31     1933      0.08743
1964     32     1932      0.07480
1964     33     1931      0.06527
1964     34     1930      0.05778
1964     35     1929      0.04906
1964     36     1928      0.03983
1964     37     1927      0.03286
1964     38     1926      0.02765
1964     39     1925      0.02324
1964     40     1924      0.01901
1964     41     1923      0.01499
1964     42     1922      0.01069
1964     43     1921      0.00662
1964     44     1920      0.00376
1964     45     1919      0.00227
1964     46     1918      0.00152
1964     47     1917      0.00094
1964     48     1916      0.00054
1964     49     1915      0.00026
1964     50     1914      0.00010
1964     51     1913      0.00004
1964     52     1912      0.00003
1964     53     1911      0.00003
1964     54     1910      0.00004
1964     55+    1909-     0.00054
1965     12-    1953+     0.00000
1965     13     1952      0.00000
1965     14     1951      0.00002
1965     15     1950      0.00017
1965     16     1949      0.00129
1965     17     1948      0.00694
1965     18     1947      0.02602
1965     19     1946      0.06455
1965     20     1945      0.09531
1965     21     1944      0.11593
1965     22     1943      0.14116
1965     23     1942      0.15140
1965     24     1941      0.15220
1965     25     1940      0.14630
1965     26     1939      0.13026
1965     27     1938      0.11172
1965     28     1937      0.10027
1965     29     1936      0.09602
1965     30     1935      0.09358
1965     31     1934      0.08526
1965     32     1933      0.07434
1965     33     1932      0.06512
1965     34     1931      0.05713
1965     35     1930      0.04853
1965     36     1929      0.03952
1965     37     1928      0.03240
1965     38     1927      0.02696
1965     39     1926      0.02250
1965     40     1925      0.01790
1965     41     1924      0.01363
1965     42     1923      0.00990
1965     43     1922      0.00659
1965     44     1921      0.00411
1965     45     1920      0.00256
1965     46     1919      0.00158
1965     47     1918      0.00086
1965     48     1917      0.00041
1965     49     1916      0.00019
1965     50     1915      0.00009
1965     51     1914      0.00005
1965     52     1913      0.00003
1965     53     1912      0.00002
1965     54     1911      0.00001
1965     55+    1910-     0.00003
1966     12-    1954+     0.00000
1966     13     1953      0.00000
1966     14     1952      0.00002
1966     15     1951      0.00020
1966     16     1950      0.00137
1966     17     1949      0.00725
1966     18     1948      0.02751
1966     19     1947      0.06697
1966     20     1946      0.10122
1966     21     1945      0.12634
1966     22     1944      0.15173
1966     23     1943      0.16198
1966     24     1942      0.16226
1966     25     1941      0.15502
1966     26     1940      0.13695
1966     27     1939      0.11722
1966     28     1938      0.10586
1966     29     1937      0.10276
1966     30     1936      0.09966
1966     31     1935      0.09019
1966     32     1934      0.07904
1966     33     1933      0.06895
1966     34     1932      0.05938
1966     35     1931      0.05060
1966     36     1930      0.04172
1966     37     1929      0.03363
1966     38     1928      0.02749
1966     39     1927      0.02244
1966     40     1926      0.01745
1966     41     1925      0.01299
1966     42     1924      0.00955
1966     43     1923      0.00672
1966     44     1922      0.00451
1966     45     1921      0.00293
1966     46     1920      0.00184
1966     47     1919      0.00102
1966     48     1918      0.00048
1966     49     1917      0.00021
1966     50     1916      0.00011
1966     51     1915      0.00006
1966     52     1914      0.00003
1966     53     1913      0.00002
1966     54     1912      0.00001
1966     55+    1911-     0.00001
1967     12-    1955+     0.00000
1967     13     1954      0.00000
1967     14     1953      0.00002
1967     15     1952      0.00019
1967     16     1951      0.00130
1967     17     1950      0.00694
1967     18     1949      0.02766
1967     19     1948      0.06893
1967     20     1947      0.10633
1967     21     1946      0.13499
1967     22     1945      0.16026
1967     23     1944      0.16787
1967     24     1943      0.16548
1967     25     1942      0.15466
1967     26     1941      0.13344
1967     27     1940      0.11289
1967     28     1939      0.10206
1967     29     1938      0.10058
1967     30     1937      0.09778
1967     31     1936      0.08846
1967     32     1935      0.07819
1967     33     1934      0.06783
1967     34     1933      0.05777
1967     35     1932      0.04959
1967     36     1931      0.04137
1967     37     1930      0.03306
1967     38     1929      0.02669
1967     39     1928      0.02159
1967     40     1927      0.01664
1967     41     1926      0.01236
1967     42     1925      0.00893
1967     43     1924      0.00609
1967     44     1923      0.00395
1967     45     1922      0.00245
1967     46     1921      0.00148
1967     47     1920      0.00088
1967     48     1919      0.00049
1967     49     1918      0.00026
1967     50     1917      0.00016
1967     51     1916      0.00010
1967     52     1915      0.00005
1967     53     1914      0.00002
1967     54     1913      0.00001
1967     55+    1912-     0.00001
1968     12-    1956+     0.00000
1968     13     1955      0.00000
1968     14     1954      0.00002
1968     15     1953      0.00022
1968     16     1952      0.00144
1968     17     1951      0.00756
1968     18     1950      0.02965
1968     19     1949      0.07294
1968     20     1948      0.11286
1968     21     1947      0.14175
1968     22     1946      0.16299
1968     23     1945      0.16740
1968     24     1944      0.16272
1968     25     1943      0.15238
1968     26     1942      0.13215
1968     27     1941      0.11126
1968     28     1940      0.10035
1968     29     1939      0.09896
1968     30     1938      0.09553
1968     31     1937      0.08578
1968     32     1936      0.07581
1968     33     1935      0.06547
1968     34     1934      0.05518
1968     35     1933      0.04754
1968     36     1932      0.03974
1968     37     1931      0.03162
1968     38     1930      0.02570
1968     39     1929      0.02090
1968     40     1928      0.01621
1968     41     1927      0.01200
1968     42     1926      0.00866
1968     43     1925      0.00584
1968     44     1924      0.00374
1968     45     1923      0.00226
1968     46     1922      0.00133
1968     47     1921      0.00073
1968     48     1920      0.00036
1968     49     1919      0.00016
1968     50     1918      0.00008
1968     51     1917      0.00005
1968     52     1916      0.00003
1968     53     1915      0.00001
1968     54     1914      0.00001
1968     55+    1913-     0.00001
1969     12-    1957+     0.00000
1969     13     1956      0.00000
1969     14     1955      0.00002
1969     15     1954      0.00023
1969     16     1953      0.00146
1969     17     1952      0.00735
1969     18     1951      0.02823
1969     19     1950      0.06835
1969     20     1949      0.10879
1969     21     1948      0.14174
1969     22     1947      0.16555
1969     23     1946      0.17136
1969     24     1945      0.16634
1969     25     1944      0.15420
1969     26     1943      0.13279
1969     27     1942      0.11154
1969     28     1941      0.09971
1969     29     1940      0.09711
1969     30     1939      0.09302
1969     31     1938      0.08290
1969     32     1937      0.07267
1969     33     1936      0.06302
1969     34     1935      0.05387
1969     35     1934      0.04698
1969     36     1933      0.03994
1969     37     1932      0.03199
1969     38     1931      0.02563
1969     39     1930      0.02039
1969     40     1929      0.01540
1969     41     1928      0.01128
1969     42     1927      0.00810
1969     43     1926      0.00551
1969     44     1925      0.00359
1969     45     1924      0.00222
1969     46     1923      0.00136
1969     47     1922      0.00079
1969     48     1921      0.00041
1969     49     1920      0.00020
1969     50     1919      0.00011
1969     51     1918      0.00006
1969     52     1917      0.00004
1969     53     1916      0.00003
1969     54     1915      0.00002
1969     55+    1914-     0.00005
1970     12-    1958+     0.00000
1970     13     1957      0.00000
1970     14     1956      0.00002
1970     15     1955      0.00026
1970     16     1954      0.00174
1970     17     1953      0.00872
1970     18     1952      0.03253
1970     19     1951      0.07754
1970     20     1950      0.11996
1970     21     1949      0.15231
1970     22     1948      0.17638
1970     23     1947      0.18037
1970     24     1946      0.17254
1970     25     1945      0.15867
1970     26     1944      0.13595
1970     27     1943      0.11319
1970     28     1942      0.10059
1970     29     1941      0.09674
1970     30     1940      0.09247
1970     31     1939      0.08215
1970     32     1938      0.07155
1970     33     1937      0.06281
1970     34     1936      0.05504
1970     35     1935      0.04813
1970     36     1934      0.04061
1970     37     1933      0.03287
1970     38     1932      0.02619
1970     39     1931      0.02029
1970     40     1930      0.01533
1970     41     1929      0.01123
1970     42     1928      0.00779
1970     43     1927      0.00502
1970     44     1926      0.00308
1970     45     1925      0.00178
1970     46     1924      0.00103
1970     47     1923      0.00060
1970     48     1922      0.00034
1970     49     1921      0.00019
1970     50     1920      0.00011
1970     51     1919      0.00007
1970     52     1918      0.00004
1970     53     1917      0.00002
1970     54     1916      0.00001
1970     55+    1915-     0.00000
1971     12-    1959+     0.00000
1971     13     1958      0.00000
1971     14     1957      0.00003
1971     15     1956      0.00028
1971     16     1955      0.00181
1971     17     1954      0.00906
1971     18     1953      0.03375
1971     19     1952      0.08034
1971     20     1951      0.12353
1971     21     1950      0.15605
1971     22     1949      0.18063
1971     23     1948      0.18444
1971     24     1947      0.17566
1971     25     1946      0.15843
1971     26     1945      0.13380
1971     27     1944      0.11143
1971     28     1943      0.09840
1971     29     1942      0.09437
1971     30     1941      0.09160
1971     31     1940      0.08247
1971     32     1939      0.07175
1971     33     1938      0.06361
1971     34     1937      0.05687
1971     35     1936      0.04896
1971     36     1935      0.04047
1971     37     1934      0.03297
1971     38     1933      0.02612
1971     39     1932      0.01989
1971     40     1931      0.01539
1971     41     1930      0.01165
1971     42     1929      0.00780
1971     43     1928      0.00478
1971     44     1927      0.00276
1971     45     1926      0.00151
1971     46     1925      0.00084
1971     47     1924      0.00050
1971     48     1923      0.00030
1971     49     1922      0.00018
1971     50     1921      0.00010
1971     51     1920      0.00006
1971     52     1919      0.00004
1971     53     1918      0.00002
1971     54     1917      0.00001
1971     55+    1916-     0.00003
1972     12-    1960+     0.00000
1972     13     1959      0.00000
1972     14     1958      0.00003
1972     15     1957      0.00029
1972     16     1956      0.00194
1972     17     1955      0.00962
1972     18     1954      0.03565
1972     19     1953      0.08407
1972     20     1952      0.12725
1972     21     1951      0.15833
1972     22     1950      0.18138
1972     23     1949      0.18453
1972     24     1948      0.17708
1972     25     1947      0.16008
1972     26     1946      0.13447
1972     27     1945      0.11243
1972     28     1944      0.09894
1972     29     1943      0.09264
1972     30     1942      0.08948
1972     31     1941      0.08018
1972     32     1940      0.06866
1972     33     1939      0.06122
1972     34     1938      0.05594
1972     35     1937      0.04810
1972     36     1936      0.03940
1972     37     1935      0.03237
1972     38     1934      0.02549
1972     39     1933      0.01921
1972     40     1932      0.01522
1972     41     1931      0.01178
1972     42     1930      0.00778
1972     43     1929      0.00471
1972     44     1928      0.00269
1972     45     1927      0.00146
1972     46     1926      0.00081
1972     47     1925      0.00043
1972     48     1924      0.00021
1972     49     1923      0.00009
1972     50     1922      0.00004
1972     51     1921      0.00002
1972     52     1920      0.00001
1972     53     1919      0.00001
1972     54     1918      0.00001
1972     55+    1917-     0.00004
1973     12-    1961+     0.00000
1973     13     1960      0.00000
1973     14     1959      0.00003
1973     15     1958      0.00035
1973     16     1957      0.00223
1973     17     1956      0.01054
1973     18     1955      0.03668
1973     19     1954      0.08291
1973     20     1953      0.12278
1973     21     1952      0.15033
1973     22     1951      0.16998
1973     23     1950      0.17235
1973     24     1949      0.16650
1973     25     1948      0.15175
1973     26     1947      0.12868
1973     27     1946      0.10816
1973     28     1945      0.09506
1973     29     1944      0.08862
1973     30     1943      0.08560
1973     31     1942      0.07714
1973     32     1941      0.06579
1973     33     1940      0.05863
1973     34     1939      0.05388
1973     35     1938      0.04623
1973     36     1937      0.03769
1973     37     1936      0.03103
1973     38     1935      0.02437
1973     39     1934      0.01824
1973     40     1933      0.01470
1973     41     1932      0.01156
1973     42     1931      0.00767
1973     43     1930      0.00471
1973     44     1929      0.00272
1973     45     1928      0.00150
1973     46     1927      0.00083
1973     47     1926      0.00044
1973     48     1925      0.00021
1973     49     1924      0.00009
1973     50     1923      0.00004
1973     51     1922      0.00002
1973     52     1921      0.00001
1973     53     1920      0.00001
1973     54     1919      0.00001
1973     55+    1918-     0.00004
1974     12-    1962+     0.00000
1974     13     1961      0.00000
1974     14     1960      0.00003
1974     15     1959      0.00033
1974     16     1958      0.00219
1974     17     1957      0.01079
1974     18     1956      0.03892
1974     19     1955      0.08905
1974     20     1954      0.13022
1974     21     1953      0.15611
1974     22     1952      0.17374
1974     23     1951      0.17464
1974     24     1950      0.16953
1974     25     1949      0.15598
1974     26     1948      0.13296
1974     27     1947      0.11210
1974     28     1946      0.09776
1974     29     1945      0.08960
1974     30     1944      0.08548
1974     31     1943      0.07628
1974     32     1942      0.06445
1974     33     1941      0.05680
1974     34     1940      0.05159
1974     35     1939      0.04425
1974     36     1938      0.03602
1974     37     1937      0.02949
1974     38     1936      0.02332
1974     39     1935      0.01770
1974     40     1934      0.01429
1974     41     1933      0.01127
1974     42     1932      0.00745
1974     43     1931      0.00449
1974     44     1930      0.00255
1974     45     1929      0.00134
1974     46     1928      0.00072
1974     47     1927      0.00038
1974     48     1926      0.00018
1974     49     1925      0.00008
1974     50     1924      0.00004
1974     51     1923      0.00002
1974     52     1922      0.00001
1974     53     1921      0.00001
1974     54     1920      0.00000
1974     55+    1919-     0.00001
1975     12-    1963+     0.00000
1975     13     1962      0.00000
1975     14     1961      0.00003
1975     15     1960      0.00037
1975     16     1959      0.00244
1975     17     1958      0.01166
1975     18     1957      0.04047
1975     19     1956      0.09041
1975     20     1955      0.13097
1975     21     1954      0.15629
1975     22     1953      0.17316
1975     23     1952      0.17362
1975     24     1951      0.16846
1975     25     1950      0.15586
1975     26     1949      0.13338
1975     27     1948      0.11221
1975     28     1947      0.09783
1975     29     1946      0.08922
1975     30     1945      0.08454
1975     31     1944      0.07519
1975     32     1943      0.06325
1975     33     1942      0.05523
1975     34     1941      0.04921
1975     35     1940      0.04201
1975     36     1939      0.03419
1975     37     1938      0.02794
1975     38     1937      0.02263
1975     39     1936      0.01789
1975     40     1935      0.01427
1975     41     1934      0.01096
1975     42     1933      0.00747
1975     43     1932      0.00457
1975     44     1931      0.00259
1975     45     1930      0.00142
1975     46     1929      0.00077
1975     47     1928      0.00040
1975     48     1927      0.00020
1975     49     1926      0.00009
1975     50     1925      0.00004
1975     51     1924      0.00002
1975     52     1923      0.00001
1975     53     1922      0.00001
1975     54     1921      0.00000
1975     55+    1920-     0.00000
1976     12-    1964+     0.00000
1976     13     1963      0.00000
1976     14     1962      0.00004
1976     15     1961      0.00040
1976     16     1960      0.00262
1976     17     1959      0.01247
1976     18     1958      0.04324
1976     19     1957      0.09574
1976     20     1956      0.13720
1976     21     1955      0.16153
1976     22     1954      0.17611
1976     23     1953      0.17467
1976     24     1952      0.16854
1976     25     1951      0.15684
1976     26     1950      0.13519
1976     27     1949      0.11325
1976     28     1948      0.09792
1976     29     1947      0.08854
1976     30     1946      0.08109
1976     31     1945      0.07024
1976     32     1944      0.05890
1976     33     1943      0.05084
1976     34     1942      0.04493
1976     35     1941      0.03883
1976     36     1940      0.03196
1976     37     1939      0.02612
1976     38     1938      0.02163
1976     39     1937      0.01776
1976     40     1936      0.01385
1976     41     1935      0.01027
1976     42     1934      0.00700
1976     43     1933      0.00421
1976     44     1932      0.00230
1976     45     1931      0.00129
1976     46     1930      0.00074
1976     47     1929      0.00036
1976     48     1928      0.00016
1976     49     1927      0.00007
1976     50     1926      0.00003
1976     51     1925      0.00001
1976     52     1924      0.00001
1976     53     1923      0.00000
1976     54     1922      0.00000
1976     55+    1921-     0.00000
1977     12-    1965+     0.00000
1977     13     1964      0.00000
1977     14     1963      0.00004
1977     15     1962      0.00042
1977     16     1961      0.00273
1977     17     1960      0.01280
1977     18     1959      0.04298
1977     19     1958      0.09307
1977     20     1957      0.13233
1977     21     1956      0.15510
1977     22     1955      0.16805
1977     23     1954      0.16634
1977     24     1953      0.16091
1977     25     1952      0.15087
1977     26     1951      0.13064
1977     27     1950      0.10978
1977     28     1949      0.09576
1977     29     1948      0.08784
1977     30     1947      0.08012
1977     31     1946      0.06868
1977     32     1945      0.05793
1977     33     1944      0.04939
1977     34     1943      0.04211
1977     35     1942      0.03620
1977     36     1941      0.02970
1977     37     1940      0.02380
1977     38     1939      0.01989
1977     39     1938      0.01680
1977     40     1937      0.01283
1977     41     1936      0.00918
1977     42     1935      0.00641
1977     43     1934      0.00396
1977     44     1933      0.00222
1977     45     1932      0.00140
1977     46     1931      0.00085
1977     47     1930      0.00035
1977     48     1929      0.00011
1977     49     1928      0.00003
1977     50     1927      0.00001
1977     51     1926      0.00000
1977     52     1925      0.00000
1977     53     1924      0.00000
1977     54     1923      0.00000
1977     55+    1922-     0.00000
1978     12-    1966+     0.00000
1978     13     1965      0.00000
1978     14     1964      0.00003
1978     15     1963      0.00041
1978     16     1962      0.00290
1978     17     1961      0.01308
1978     18     1960      0.04383
1978     19     1959      0.09735
1978     20     1958      0.14970
1978     21     1957      0.17784
1978     22     1956      0.17553
1978     23     1955      0.16194
1978     24     1954      0.14636
1978     25     1953      0.13198
1978     26     1952      0.12168
1978     27     1951      0.11227
1978     28     1950      0.09954
1978     29     1949      0.09180
1978     30     1948      0.07493
1978     31     1947      0.06485
1978     32     1946      0.05808
1978     33     1945      0.04544
1978     34     1944      0.04030
1978     35     1943      0.03365
1978     36     1942      0.02718
1978     37     1941      0.02296
1978     38     1940      0.01878
1978     39     1939      0.01470
1978     40     1938      0.01078
1978     41     1937      0.00801
1978     42     1936      0.00572
1978     43     1935      0.00392
1978     44     1934      0.00258
1978     45     1933      0.00154
1978     46     1932      0.00078
1978     47     1931      0.00034
1978     48     1930      0.00016
1978     49     1929      0.00007
1978     50     1928      0.00003
1978     51     1927      0.00002
1978     52     1926      0.00000
1978     53     1925      0.00000
1978     54     1924      0.00000
1978     55+    1923-     0.00000
1979     12-    1967+     0.00000
1979     13     1966      0.00000
1979     14     1965      0.00003
1979     15     1964      0.00045
1979     16     1963      0.00335
1979     17     1962      0.01395
1979     18     1961      0.04329
1979     19     1960      0.09885
1979     20     1959      0.15509
1979     21     1958      0.18204
1979     22     1957      0.17724
1979     23     1956      0.16200
1979     24     1955      0.14485
1979     25     1954      0.13145
1979     26     1953      0.11860
1979     27     1952      0.10813
1979     28     1951      0.09854
1979     29     1950      0.08549
1979     30     1949      0.07715
1979     31     1948      0.06419
1979     32     1947      0.05367
1979     33     1946      0.04578
1979     34     1945      0.03649
1979     35     1944      0.03289
1979     36     1943      0.02708
1979     37     1942      0.02114
1979     38     1941      0.01702
1979     39     1940      0.01315
1979     40     1939      0.01018
1979     41     1938      0.00734
1979     42     1937      0.00504
1979     43     1936      0.00338
1979     44     1935      0.00214
1979     45     1934      0.00140
1979     46     1933      0.00073
1979     47     1932      0.00033
1979     48     1931      0.00014
1979     49     1930      0.00006
1979     50     1929      0.00006
1979     51     1928      0.00003
1979     52     1927      0.00000
1979     53     1926      0.00001
1979     54     1925      0.00001
1979     55+    1924-     0.00021
1980     12-    1968+     0.00000
1980     13     1967      0.00000
1980     14     1966      0.00004
1980     15     1965      0.00051
1980     16     1964      0.00351
1980     17     1963      0.01458
1980     18     1962      0.04509
1980     19     1961      0.10213
1980     20     1960      0.15952
1980     21     1959      0.18451
1980     22     1958      0.17990
1980     23     1957      0.16259
1980     24     1956      0.14544
1980     25     1955      0.13228
1980     26     1954      0.11801
1980     27     1953      0.10486
1980     28     1952      0.09418
1980     29     1951      0.08516
1980     30     1950      0.07381
1980     31     1949      0.06472
1980     32     1948      0.05197
1980     33     1947      0.04309
1980     34     1946      0.03746
1980     35     1945      0.03003
1980     36     1944      0.02599
1980     37     1943      0.02085
1980     38     1942      0.01583
1980     39     1941      0.01227
1980     40     1940      0.00960
1980     41     1939      0.00690
1980     42     1938      0.00460
1980     43     1937      0.00307
1980     44     1936      0.00197
1980     45     1935      0.00115
1980     46     1934      0.00065
1980     47     1933      0.00031
1980     48     1932      0.00014
1980     49     1931      0.00007
1980     50     1930      0.00005
1980     51     1929      0.00003
1980     52     1928      0.00001
1980     53     1927      0.00000
1980     54     1926      0.00000
1980     55+    1925-     0.00000
1981     12-    1969+     0.00000
1981     13     1968      0.00000
1981     14     1967      0.00004
1981     15     1966      0.00054
1981     16     1965      0.00355
1981     17     1964      0.01458
1981     18     1963      0.04389
1981     19     1962      0.09564
1981     20     1961      0.14938
1981     21     1960      0.17564
1981     22     1959      0.17264
1981     23     1958      0.15820
1981     24     1957      0.14211
1981     25     1956      0.12812
1981     26     1955      0.11812
1981     27     1954      0.10688
1981     28     1953      0.09392
1981     29     1952      0.08475
1981     30     1951      0.07556
1981     31     1950      0.06303
1981     32     1949      0.05564
1981     33     1948      0.04527
1981     34     1947      0.03682
1981     35     1946      0.03114
1981     36     1945      0.02466
1981     37     1944      0.02148
1981     38     1943      0.01629
1981     39     1942      0.01187
1981     40     1941      0.00923
1981     41     1940      0.00689
1981     42     1939      0.00485
1981     43     1938      0.00312
1981     44     1937      0.00187
1981     45     1936      0.00107
1981     46     1935      0.00058
1981     47     1934      0.00030
1981     48     1933      0.00015
1981     49     1932      0.00009
1981     50     1931      0.00002
1981     51     1930      0.00000
1981     52     1929      0.00000
1981     53     1928      0.00000
1981     54     1927      0.00000
1981     55+    1926-     0.00000
1982     12-    1970+     0.00000
1982     13     1969      0.00000
1982     14     1968      0.00005
1982     15     1967      0.00059
1982     16     1966      0.00387
1982     17     1965      0.01548
1982     18     1964      0.04599
1982     19     1963      0.09904
1982     20     1962      0.15269
1982     21     1961      0.18060
1982     22     1960      0.18010
1982     23     1959      0.16569
1982     24     1958      0.14685
1982     25     1957      0.12979
1982     26     1956      0.11673
1982     27     1955      0.10638
1982     28     1954      0.09463
1982     29     1953      0.08213
1982     30     1952      0.07357
1982     31     1951      0.06415
1982     32     1950      0.05325
1982     33     1949      0.04676
1982     34     1948      0.03700
1982     35     1947      0.03005
1982     36     1946      0.02533
1982     37     1945      0.01958
1982     38     1944      0.01659
1982     39     1943      0.01246
1982     40     1942      0.00889
1982     41     1941      0.00661
1982     42     1940      0.00453
1982     43     1939      0.00294
1982     44     1938      0.00170
1982     45     1937      0.00095
1982     46     1936      0.00052
1982     47     1935      0.00024
1982     48     1934      0.00008
1982     49     1933      0.00004
1982     50     1932      0.00002
1982     51     1931      0.00000
1982     52     1930      0.00000
1982     53     1929      0.00000
1982     54     1928      0.00000
1982     55+    1927-     0.00000
1983     12-    1971+     0.00000
