Hungary, Live births by calendar year, age reached during the year (ARDY) and birth cohort (vertical parallelograms)
Last modified: 08/03/2022
Year  ARDY   Cohort       Total
1957    36    1921      3484.02
1957    37    1920      2810.83
1957    38    1919      2224.66
1957    39    1918       936.27
1957    40    1917       785.23
1957    41    1916       630.18
1957    42    1915       601.18
1957    43    1914       653.19
1957    44    1913       425.12
1957    45    1912       271.08
1957    46    1911       102.03
1957    47    1910        60.02
1957    48    1909        20.00
1957    49    1908         8.00
1957    50    1907         1.89
1957    51    1906         3.38
1957    52    1905         2.14
1957    53    1904         1.10
1957    54    1903         0.44
1957    55+   1902-        0.05
1958    12-   1946+        0.02
1958    13    1945         1.42
1958    14    1944        34.75
1958    15    1943       172.84
1958    16    1942       644.05
1958    17    1941      2010.18
1958    18    1940      4655.41
1958    19    1939      7545.66
1958    20    1938     10608.94
1958    21    1937     11961.06
1958    22    1936     12623.12
1958    23    1935     12215.08
1958    24    1934     11538.02
1958    25    1933     10425.92
1958    26    1932      9882.87
1958    27    1931      8448.75
1958    28    1930      7913.70
1958    29    1929      6992.62
1958    30    1928      6320.56
1958    31    1927      5382.47
1958    32    1926      4994.44
1958    33    1925      4586.41
1958    34    1924      3747.33
1958    35    1923      3572.31
1958    36    1922      3102.27
1958    37    1921      2590.23
1958    38    1920      2151.19
1958    39    1919      1573.14
1958    40    1918       726.06
1958    41    1917       549.05
1958    42    1916       343.03
1958    43    1915       367.03
1958    44    1914       332.03
1958    45    1913       208.02
1958    46    1912       128.01
1958    47    1911        50.00
1958    48    1910        16.00
1958    49    1909         6.00
1958    50    1908         3.72
1958    51    1907         2.25
1958    52    1906         1.18
1958    53    1905         0.57
1958    54    1904         0.24
1958    55+   1903-        0.03
1959    12-   1947+        0.02
1959    13    1946         1.34
1959    14    1945        32.67
1959    15    1944       200.99
1959    16    1943       673.06
1959    17    1942      2032.18
1959    18    1941      4434.38
1959    19    1940      7800.67
1959    20    1939     10167.88
1959    21    1938     11710.00
1959    22    1937     11951.03
1959    23    1936     11752.01
1959    24    1935     10883.93
1959    25    1934     10066.87
1959    26    1933      9306.80
1959    27    1932      8324.72
1959    28    1931      7216.62
1959    29    1930      6879.60
1959    30    1929      5865.51
1959    31    1928      5197.45
1959    32    1927      4455.38
1959    33    1926      4045.35
1959    34    1925      3657.32
1959    35    1924      3069.26
1959    36    1923      2820.24
1959    37    1922      2337.20
1959    38    1921      2005.17
1959    39    1920      1549.13
1959    40    1919      1142.10
1959    41    1918       456.04
1959    42    1917       354.03
1959    43    1916       250.02
1959    44    1915       213.02
1959    45    1914       192.02
1959    46    1913        94.01
1959    47    1912        33.00
1959    48    1911        11.00
1959    49    1910         8.00
1959    50    1909         2.58
1959    51    1908         0.72
1959    52    1907         0.40
1959    53    1906         0.21
1959    54    1905         0.09
1959    55+   1904-        0.01
1960    12-   1948+        0.02
1960    13    1947         1.49
1960    14    1946        29.37
1960    15    1945       170.17
1960    16    1944       739.15
1960    17    1943      1948.40
1960    18    1942      4544.94
1960    19    1941      7382.52
1960    20    1940     10388.13
1960    21    1939     11256.31
1960    22    1938     11907.44
1960    23    1937     11422.33
1960    24    1936     10620.17
1960    25    1935      9876.02
1960    26    1934      9014.85
1960    27    1933      7996.64
1960    28    1932      7218.48
1960    29    1931      6188.27
1960    30    1930      5991.23
1960    31    1929      4744.97
1960    32    1928      4361.90
1960    33    1927      3615.74
1960    34    1926      3327.68
1960    35    1925      3009.61
1960    36    1924      2396.49
1960    37    1923      2159.44
1960    38    1922      1851.38
1960    39    1921      1457.30
1960    40    1920      1170.24
1960    41    1919       776.15
1960    42    1918       289.05
1960    43    1917       223.05
1960    44    1916       153.03
1960    45    1915        79.02
1960    46    1914        73.01
1960    47    1913        45.01
1960    48    1912        14.00
1960    49    1911         8.00
1960    50    1910         2.89
1960    51    1909         3.40
1960    52    1908         2.20
1960    53    1907         1.07
1960    54    1906         0.39
1960    55+   1905-        0.04
1961    12-   1949+        0.02
1961    13    1948         1.51
1961    14    1947        34.80
1961    15    1946       184.71
1961    16    1945       542.07
1961    17    1944      2049.27
1961    18    1943      4227.55
1961    19    1942      7585.97
1961    20    1941      9746.25
1961    21    1940     11622.49
1961    22    1939     11378.46
1961    23    1938     11068.42
1961    24    1937     10412.34
1961    25    1936      9408.21
1961    26    1935      8512.09
1961    27    1934      7661.98
1961    28    1933      6742.86
1961    29    1932      5999.77
1961    30    1931      5103.66
1961    31    1930      4777.62
1961    32    1929      3967.51
1961    33    1928      3517.45
1961    34    1927      2974.38
1961    35    1926      2658.34
1961    36    1925      2347.30
1961    37    1924      1855.24
1961    38    1923      1653.21
1961    39    1922      1369.18
1961    40    1921      1102.14
1961    41    1920       797.11
1961    42    1919       556.07
1961    43    1918       194.03
1961    44    1917       126.02
1961    45    1916        78.01
1961    46    1915        46.00
1961    47    1914        33.00
1961    48    1913        14.00
1961    49    1912         5.00
1961    50    1911        11.00
1961    51    1910         0.00
1961    52    1909         0.00
1961    53    1908         0.00
1961    54    1907         0.00
1961    55+   1906-        0.00
1962    12-   1950+        0.02
1962    13    1949         1.59
1962    14    1948        35.06
1962    15    1947       144.35
1962    16    1946       453.03
1962    17    1945      1545.12
1962    18    1944      4104.31
1962    19    1943      6657.52
1962    20    1942      9307.72
1962    21    1941     10313.79
1962    22    1940     11279.87
1962    23    1939     10274.79
1962    24    1938      9789.75
1962    25    1937      8903.68
1962    26    1936      7898.61
1962    27    1935      7041.54
1962    28    1934      6256.48
1962    29    1933      5558.42
1962    30    1932      4892.38
1962    31    1931      4333.34
1962    32    1930      3819.29
1962    33    1929      3143.24
1962    34    1928      2805.22
1962    35    1927      2291.18
1962    36    1926      1976.15
1962    37    1925      1843.15
1962    38    1924      1333.11
1962    39    1923      1143.09
1962    40    1922      1022.07
1962    41    1921       737.06
1962    42    1920       571.04
1962    43    1919       329.03
1962    44    1918       123.01
1962    45    1917        57.00
1962    46    1916        34.00
1962    47    1915        16.00
1962    48    1914         8.00
1962    49    1913         6.00
1962    50    1912         4.00
1962    51    1911         0.00
1962    52    1910         0.00
1962    53    1909         0.00
1962    54    1908         0.00
1962    55+   1907-        0.00
1963    12-   1951+        0.02
1963    13    1950         1.83
1963    14    1949        36.74
1963    15    1948       170.41
1963    16    1947       471.00
1963    17    1946      1343.00
1963    18    1945      3296.00
1963    19    1944      7015.00
1963    20    1943      8916.00
1963    21    1942     10931.00
1963    22    1941     10764.00
1963    23    1940     11157.00
1963    24    1939      9694.00
1963    25    1938      9345.00
1963    26    1937      8217.00
1963    27    1936      7378.00
1963    28    1935      6611.00
1963    29    1934      5843.00
1963    30    1933      5082.00
1963    31    1932      4553.00
1963    32    1931      3769.00
1963    33    1930      3374.00
1963    34    1929      2717.00
1963    35    1928      2394.00
1963    36    1927      2057.00
1963    37    1926      1761.00
1963    38    1925      1513.00
1963    39    1924      1164.00
1963    40    1923       915.00
1963    41    1922       705.00
1963    42    1921       524.00
1963    43    1920       343.00
1963    44    1919       181.00
1963    45    1918        34.00
1963    46    1917        20.00
1963    47    1916        17.00
1963    48    1915         9.00
1963    49    1914         2.00
1963    50    1913         1.00
1963    51    1912        10.00
1963    52    1911         0.00
1963    53    1910         0.00
1963    54    1909         0.00
1963    55+   1908-        0.00
1964    12-   1952+        0.02
1964    13    1951         1.71
1964    14    1950        38.43
1964    15    1949       183.85
1964    16    1948       607.00
1964    17    1947      1596.00
1964    18    1946      3249.00
1964    19    1945      6110.00
1964    20    1944      9929.00
1964    21    1943     10662.00
1964    22    1942     11335.00
1964    23    1941     10727.00
1964    24    1940     10502.00
1964    25    1939      9183.00
1964    26    1938      8461.00
1964    27    1937      7511.00
1964    28    1936      6623.00
1964    29    1935      5721.00
1964    30    1934      4904.00
1964    31    1933      4400.00
1964    32    1932      3764.00
1964    33    1931      3063.00
1964    34    1930      2893.00
1964    35    1929      2280.00
1964    36    1928      1916.00
1964    37    1927      1502.00
1964    38    1926      1375.00
1964    39    1925      1018.00
1964    40    1924       808.00
1964    41    1923       642.00
1964    42    1922       456.00
1964    43    1921       341.00
1964    44    1920       191.00
1964    45    1919       100.00
1964    46    1918        24.00
1964    47    1917         8.00
1964    48    1916         5.00
1964    49    1915         4.00
1964    50    1914         1.00
1964    51    1913         6.00
1964    52    1912         0.00
1964    53    1911         0.00
1964    54    1910         0.00
1964    55+   1909-        0.00
1965    12-   1953+        0.02
1965    13    1952         1.40
1965    14    1951        33.56
1965    15    1950       181.02
1965    16    1949       626.00
1965    17    1948      1797.00
1965    18    1947      3781.00
1965    19    1946      6292.00
1965    20    1945      8909.00
1965    21    1944     11868.00
1965    22    1943     11462.00
1965    23    1942     11502.00
1965    24    1941     10157.00
1965    25    1940      9602.00
1965    26    1939      8240.00
1965    27    1938      7426.00
1965    28    1937      6578.00
1965    29    1936      5720.00
1965    30    1935      5063.00
1965    31    1934      4255.00
1965    32    1933      3690.00
1965    33    1932      3006.00
1965    34    1931      2610.00
1965    35    1930      2371.00
1965    36    1929      1737.00
1965    37    1928      1498.00
1965    38    1927      1201.00
1965    39    1926      1003.00
1965    40    1925       792.00
1965    41    1924       576.00
1965    42    1923       386.00
1965    43    1922       277.00
1965    44    1921       207.00
1965    45    1920       102.00
1965    46    1919        39.00
1965    47    1918         9.00
1965    48    1917         2.00
1965    49    1916         1.00
1965    50    1915         0.00
1965    51    1914         8.00
1965    52    1913         0.00
1965    53    1912         0.00
1965    54    1911         0.00
1965    55+   1910-        0.00
1966    12-   1954+        0.02
1966    13    1953         1.72
1966    14    1952        34.95
1966    15    1951       203.31
1966    16    1950       646.00
1966    17    1949      1913.00
1966    18    1948      4186.00
1966    19    1947      7519.00
1966    20    1946      9288.00
1966    21    1945     10739.00
1966    22    1944     13108.00
1966    23    1943     11437.00
1966    24    1942     11072.00
1966    25    1941      9777.00
1966    26    1940      9096.00
1966    27    1939      7610.00
1966    28    1938      6889.00
1966    29    1937      5998.00
1966    30    1936      4989.00
1966    31    1935      4292.00
1966    32    1934      3633.00
1966    33    1933      3082.00
1966    34    1932      2750.00
1966    35    1931      2234.00
1966    36    1930      1934.00
1966    37    1929      1442.00
1966    38    1928      1278.00
1966    39    1927       991.00
1966    40    1926       737.00
1966    41    1925       599.00
1966    42    1924       358.00
1966    43    1923       278.00
1966    44    1922       185.00
1966    45    1921       108.00
1966    46    1920        61.00
1966    47    1919        11.00
1966    48    1918         0.00
1966    49    1917         3.00
1966    50    1916         3.00
1966    51    1915         3.00
1966    52    1914         0.00
1966    53    1913         0.00
1966    54    1912         0.00
1966    55+   1911-        0.00
1967    12-   1955+        0.02
1967    13    1954         2.02
1967    14    1953        43.66
1967    15    1952       225.29
1967    16    1951       663.00
1967    17    1950      2055.00
1967    18    1949      4676.00
1967    19    1948      8407.00
1967    20    1947     11380.00
1967    21    1946     11181.00
1967    22    1945     11789.00
1967    23    1944     13138.00
1967    24    1943     11650.00
1967    25    1942     10968.00
1967    26    1941      9406.00
1967    27    1940      8891.00
1967    28    1939      7189.00
1967    29    1938      6429.00
1967    30    1937      5512.00
1967    31    1936      4728.00
1967    32    1935      4020.00
1967    33    1934      3301.00
1967    34    1933      2727.00
1967    35    1932      2385.00
1967    36    1931      1875.00
1967    37    1930      1641.00
1967    38    1929      1305.00
1967    39    1928       990.00
1967    40    1927       763.00
1967    41    1926       518.00
1967    42    1925       399.00
1967    43    1924       265.00
1967    44    1923       181.00
1967    45    1922        97.00
1967    46    1921        51.00
1967    47    1920        17.00
1967    48    1919         9.00
1967    49    1918         3.00
1967    50    1917         2.00
1967    51    1916         4.00
1967    52    1915         0.00
1967    53    1914         0.00
1967    54    1913         0.00
1967    55+   1912-        0.00
1968    12-   1956+        0.02
1968    13    1955         1.84
1968    14    1954        44.05
1968    15    1953       224.09
1968    16    1952       707.00
1968    17    1951      2138.00
1968    18    1950      4782.00
1968    19    1949      8799.00
1968    20    1948     12133.00
1968    21    1947     13220.00
1968    22    1946     11969.00
1968    23    1945     11837.00
1968    24    1944     12616.00
1968    25    1943     10904.00
1968    26    1942     10318.00
1968    27    1941      8774.00
1968    28    1940      8025.00
1968    29    1939      6698.00
1968    30    1938      5802.00
1968    31    1937      4791.00
1968    32    1936      4099.00
1968    33    1935      3319.00
1968    34    1934      2820.00
1968    35    1933      2306.00
1968    36    1932      1989.00
1968    37    1931      1551.00
1968    38    1930      1336.00
1968    39    1929       960.00
1968    40    1928       777.00
1968    41    1927       535.00
1968    42    1926       407.00
1968    43    1925       244.00
1968    44    1924       125.00
1968    45    1923        94.00
1968    46    1922        40.00
1968    47    1921        15.00
1968    48    1920        10.00
1968    49    1919         3.00
1968    50    1918         1.00
1968    51    1917         5.00
1968    52    1916         0.00
1968    53    1915         0.00
1968    54    1914         0.00
1968    55+   1913-        0.00
1969    12-   1957+        0.02
1969    13    1956         2.27
1969    14    1955        53.58
1969    15    1954       254.14
1969    16    1953       772.00
1969    17    1952      1956.00
1969    18    1951      4729.00
1969    19    1950      9568.00
1969    20    1949     12353.00
1969    21    1948     13855.00
1969    22    1947     13611.00
1969    23    1946     11466.00
1969    24    1945     10783.00
1969    25    1944     11409.00
1969    26    1943      9694.00
1969    27    1942      8841.00
1969    28    1941      7508.00
1969    29    1940      6844.00
1969    30    1939      5468.00
1969    31    1938      4849.00
1969    32    1937      3991.00
1969    33    1936      3309.00
1969    34    1935      2767.00
1969    35    1934      2305.00
1969    36    1933      1843.00
1969    37    1932      1563.00
1969    38    1931      1225.00
1969    39    1930      1043.00
1969    40    1929       760.00
1969    41    1928       550.00
1969    42    1927       378.00
1969    43    1926       251.00
1969    44    1925       148.00
1969    45    1924        76.00
1969    46    1923        43.00
1969    47    1922        16.00
1969    48    1921        12.00
1969    49    1920         3.00
1969    50    1919         4.00
1969    51    1918        15.00
1969    52    1917         0.00
1969    53    1916         0.00
1969    54    1915         0.00
1969    55+   1914-        0.00
1970    12-   1958+        0.00
1970    13    1957         0.00
1970    14    1956        79.00
1970    15    1955       299.00
1970    16    1954       835.00
1970    17    1953      2187.00
1970    18    1952      4680.00
1970    19    1951      8931.00
1970    20    1950     12469.00
1970    21    1949     13819.00
1970    22    1948     13882.00
1970    23    1947     12690.00
1970    24    1946     10403.00
1970    25    1945      9756.00
1970    26    1944     10218.00
1970    27    1943      8447.00
1970    28    1942      7700.00
1970    29    1941      6252.00
1970    30    1940      5537.00
1970    31    1939      4475.00
1970    32    1938      3894.00
1970    33    1937      3134.00
1970    34    1936      2633.00
1970    35    1935      2129.00
1970    36    1934      1715.00
1970    37    1933      1455.00
1970    38    1932      1141.00
1970    39    1931       927.00
1970    40    1930       732.00
1970    41    1929       481.00
1970    42    1928       388.00
1970    43    1927       232.00
1970    44    1926       147.00
1970    45    1925        74.00
1970    46    1924        38.00
1970    47    1923        20.00
1970    48    1922         7.00
1970    49    1921         3.00
1970    50    1920         2.00
1970    51    1919         0.00
1970    52    1918         2.00
1970    53    1917         3.00
1970    54    1916         0.00
1970    55+   1915-        3.00
1971    12-   1959+        5.00
1971    13    1958         9.00
1971    14    1957        76.00
1971    15    1956       292.00
1971    16    1955       944.00
1971    17    1954      2591.00
1971    18    1953      4973.00
1971    19    1952      8747.00
1971    20    1951     12366.00
1971    21    1950     14106.00
1971    22    1949     13756.00
1971    23    1948     13063.00
1971    24    1947     11523.00
1971    25    1946      9395.00
1971    26    1945      8542.00
1971    27    1944      8611.00
1971    28    1943      7231.00
1971    29    1942      6325.00
1971    30    1941      5103.00
1971    31    1940      4609.00
1971    32    1939      3606.00
1971    33    1938      3135.00
1971    34    1937      2576.00
1971    35    1936      2070.00
1971    36    1935      1687.00
1971    37    1934      1363.00
1971    38    1933      1054.00
1971    39    1932       907.00
1971    40    1931       656.00
1971    41    1930       526.00
1971    42    1929       301.00
1971    43    1928       217.00
1971    44    1927       137.00
1971    45    1926        69.00
1971    46    1925        39.00
1971    47    1924        13.00
1971    48    1923         7.00
1971    49    1922         3.00
1971    50    1921         3.00
1971    51    1920         0.00
1971    52    1919         0.00
1971    53    1918         2.00
1971    54    1917         1.00
1971    55+   1916-        1.00
1972    12-   1960+        2.00
1972    13    1959        23.00
1972    14    1958        59.00
1972    15    1957       316.00
1972    16    1956       948.00
1972    17    1955      2582.00
1972    18    1954      5566.00
1972    19    1953      9379.00
1972    20    1952     11964.00
1972    21    1951     13884.00
1972    22    1950     14181.00
1972    23    1949     13432.00
1972    24    1948     12302.00
1972    25    1947     10865.00
1972    26    1946      8714.00
1972    27    1945      7684.00
1972    28    1944      7858.00
1972    29    1943      6057.00
1972    30    1942      5288.00
1972    31    1941      4372.00
1972    32    1940      3732.00
1972    33    1939      2923.00
1972    34    1938      2424.00
1972    35    1937      1912.00
1972    36    1936      1556.00
1972    37    1935      1314.00
1972    38    1934      1096.00
1972    39    1933       864.00
1972    40    1932       636.00
1972    41    1931       486.00
1972    42    1930       336.00
1972    43    1929       226.00
1972    44    1928       128.00
1972    45    1927        64.00
1972    46    1926        48.00
1972    47    1925        20.00
1972    48    1924         9.00
1972    49    1923         6.00
1972    50    1922         2.00
1972    51    1921         2.00
1972    52    1920         2.00
1972    53    1919         1.00
1972    54    1918         2.00
1972    55+   1917-        0.00
1973    12-   1961+        0.00
1973    13    1960         5.00
1973    14    1959        69.00
1973    15    1958       287.00
1973    16    1957       920.00
1973    17    1956      2476.00
1973    18    1955      5552.00
1973    19    1954     10404.00
1973    20    1953     12621.00
1973    21    1952     13319.00
1973    22    1951     14117.00
1973    23    1950     13804.00
1973    24    1949     12527.00
1973    25    1948     11556.00
1973    26    1947      9901.00
1973    27    1946      7670.00
1973    28    1945      6656.00
1973    29    1944      6556.00
1973    30    1943      5292.00
1973    31    1942      4559.00
1973    32    1941      3558.00
1973    33    1940      3148.00
1973    34    1939      2449.00
1973    35    1938      2044.00
1973    36    1937      1635.00
1973    37    1936      1394.00
1973    38    1935      1033.00
1973    39    1934       821.00
1973    40    1933       569.00
1973    41    1932       470.00
1973    42    1931       298.00
1973    43    1930       246.00
1973    44    1929       134.00
1973    45    1928        63.00
1973    46    1927        38.00
1973    47    1926        16.00
1973    48    1925         5.00
1973    49    1924         1.00
1973    50    1923         4.00
1973    51    1922         1.00
1973    52    1921         1.00
1973    53    1920         2.00
1973    54    1919         0.00
1973    55+   1918-        2.00
1974    12-   1962+        0.00
1974    13    1961         9.00
1974    14    1960        83.00
1974    15    1959       317.00
1974    16    1958       980.00
1974    17    1957      2698.00
1974    18    1956      5716.00
1974    19    1955     11132.00
1974    20    1954     15616.00
1974    21    1953     16295.00
1974    22    1952     15823.00
1974    23    1951     16151.00
1974    24    1950     15303.00
1974    25    1949     13990.00
1974    26    1948     12563.00
1974    27    1947     10603.00
1974    28    1946      8334.00
1974    29    1945      7057.00
1974    30    1944      6873.00
1974    31    1943      5411.00
1974    32    1942      4725.00
1974    33    1941      3693.00
1974    34    1940      3115.00
1974    35    1939      2390.00
1974    36    1938      1824.00
1974    37    1937      1477.00
1974    38    1936      1145.00
1974    39    1935       943.00
1974    40    1934       670.00
1974    41    1933       508.00
1974    42    1932       369.00
1974    43    1931       206.00
1974    44    1930       143.00
1974    45    1929        63.00
1974    46    1928        37.00
1974    47    1927        13.00
1974    48    1926         5.00
1974    49    1925         6.00
1974    50    1924         2.00
1974    51    1923         0.00
