Hungary, Live births by calendar year, age reached during the year (ARDY), birth cohort and birth order (vertical parallelograms)
Last modified: 08/03/2022
Year  ARDY   Cohort       Total          B1          B2          B3          B4         B5p
1952    12-   1940+        0.02        0.02        0.00        0.00        0.00        0.00
1952    13    1939         1.22        1.22        0.00        0.00        0.00        0.00
1952    14    1938        25.21       25.21        0.00        0.00        0.00        0.00
1952    15    1937       119.55      117.55        2.00        0.00        0.00        0.00
1952    16    1936       475.01      456.01       19.00        0.00        0.00        0.00
1952    17    1935      1615.03     1499.04      107.00        9.00        0.00        0.00
1952    18    1934      3883.08     3450.10      395.99       28.00        9.00        0.00
1952    19    1933      7068.15     5825.20     1110.97      118.00       14.00        0.00
1952    20    1932     10483.23     7771.30     2246.94      410.99       49.00        5.00
1952    21    1931     11891.26     7960.35     3094.93      715.98      102.00       18.00
1952    22    1930     13558.29     8102.40     4060.94     1105.98      239.00       50.00
1952    23    1929     13192.29     6799.37     4412.95     1458.98      402.99      118.00
1952    24    1928     13485.29     5935.36     4830.97     1906.98      600.98      211.00
1952    25    1927     12482.27     4921.31     4495.99     1984.98      777.98      302.00
1952    26    1926     12415.26     4189.29     4546.01     2199.99      979.00      501.00
1952    27    1925     11690.25     3554.25     4150.02     2232.00     1092.00      661.98
1952    28    1924     10017.21     2660.20     3442.03     2001.00     1120.00      793.98
1952    29    1923      9585.20     2309.18     3146.04     1976.01     1132.00     1021.98
1952    30    1922      9201.20     1884.15     2941.04     1956.02     1109.00     1310.99
1952    31    1921      7873.17     1461.12     2188.04     1687.02     1080.00     1457.00
1952    32    1920      6974.15     1133.10     1796.04     1488.02      978.00     1579.00
1952    33    1919      5455.12      776.07     1262.03     1108.02      831.00     1478.00
1952    34    1918      2854.06      390.04      635.02      536.00      414.00      879.00
1952    35    1917      2505.06      311.02      485.02      474.00      393.00      842.00
1952    36    1916      2365.06      293.02      413.01      413.00      337.00      909.00
1952    37    1915      2656.06      278.02      454.02      446.00      344.00     1134.00
1952    38    1914      3274.07      310.02      478.02      510.02      433.00     1543.01
1952    39    1913      2833.06      273.02      387.02      391.00      375.00     1407.01
1952    40    1912      2337.05      220.02      269.00      307.00      265.00     1276.01
1952    41    1911      1840.04      133.02      175.00      216.00      227.00     1089.02
1952    42    1910      1507.03       97.01      143.00      164.00      177.00      926.01
1952    43    1909       895.02       52.00       79.00       78.00       83.00      603.00
1952    44    1908       625.02       47.00       49.00       59.00       58.00      412.00
1952    45    1907       333.00       19.00       21.00       25.00       35.00      233.00
1952    46    1906       142.00       11.00       10.00        9.00       14.00       98.00
1952    47    1905        83.00        4.00        1.00        9.00       10.00       59.00
1952    48    1904        35.00        2.00        2.00        2.00        3.00       26.00
1952    49    1903        17.00        1.00        3.00        5.00        1.00        7.00
1952    50    1902        11.13        1.10        0.07        2.70        0.30        6.95
1952    51    1901         8.68        2.20        0.26        0.75        0.37        5.10
1952    52    1900         4.79        1.68        0.33        0.36        0.21        2.21
1952    53    1899         1.74        0.72        0.22        0.14        0.08        0.58
1952    54    1898         0.60        0.26        0.11        0.06        0.03        0.14
1952    55+   1897-        0.06        0.03        0.01        0.01        0.00        0.01
1953    12-   1941+        0.02        0.02        0.00        0.00        0.00        0.00
1953    13    1940         1.68        1.60        0.08        0.00        0.00        0.00
1953    14    1939        31.65       30.86        0.80        0.00        0.00        0.00
1953    15    1938       149.67      144.54        5.12        0.00        0.00        0.00
1953    16    1937       497.07      478.07       19.00        0.00        0.00        0.00
1953    17    1936      1666.24     1577.24       86.00        3.00        0.00        0.00
1953    18    1935      3918.57     3521.56      366.00       30.00        1.00        0.00
1953    19    1934      7089.02     5940.99     1045.03       93.00       10.00        0.00
1953    20    1933     10565.53     8035.43     2153.08      320.02       54.01        3.00
1953    21    1932     13210.92     8893.67     3450.17      716.05      128.02       23.02
1953    22    1931     13783.00     8173.61     4161.24     1148.08      265.05       35.03
1953    23    1930     15150.19     7691.57     5167.33     1759.14      423.08      109.06
1953    24    1929     14341.08     6147.28     5232.35     2091.18      636.13      234.14
1953    25    1928     14061.04     5183.08     5166.35     2447.20      895.18      369.23
1953    26    1927     12893.87     4281.87     4679.29     2430.19     1007.20      495.31
1953    27    1926     12933.87     3596.71     4707.27     2617.19     1247.23      765.48
1953    28    1925     12129.76     2869.54     4252.22     2708.18     1329.24      970.60
1953    29    1924     10212.49     2240.41     3410.14     2313.13     1291.22      957.58
1953    30    1923     10204.48     2012.34     3252.09     2376.11     1292.20     1271.75
1953    31    1922      9542.39     1621.24     2812.03     2258.05     1292.18     1558.88
1953    32    1921      8559.24     1314.18     2347.98     1958.01     1241.14     1697.93
1953    33    1920      7356.07     1118.12     1738.95     1707.97     1038.10     1752.93
1953    34    1919      5772.83      684.06     1256.93     1253.95      909.06     1668.84
1953    35    1918      2935.43      349.02      615.96      601.96      428.03      940.46
1953    36    1917      2587.37      320.02      490.96      520.96      363.02      892.42
1953    37    1916      2378.34      237.00      436.96      451.96      340.01      912.42
1953    38    1915      2711.39      269.00      408.94      435.95      393.00     1204.51
1953    39    1914      3340.48      307.00      469.93      536.93      464.99     1561.65
1953    40    1913      2627.39      228.00      345.94      391.94      340.98     1320.52
1953    41    1912      2258.32      189.00      269.95      327.94      287.98     1183.45
1953    42    1911      1529.22      130.00      173.96      204.96      172.99      847.31
1953    43    1910      1122.16       84.00      110.98      120.98      138.98      667.23
1953    44    1909       657.10       34.00       42.98       73.98       68.00      438.14
1953    45    1908       373.05       20.00       36.99       38.00       48.00      230.08
1953    46    1907       185.03        8.00        8.00       14.00       18.00      137.03
1953    47    1906        66.01        4.00        6.00        4.00        9.00       43.02
1953    48    1905        35.00        2.00        2.00        2.00        2.00       27.01
1953    49    1904        18.00        2.00        0.00        1.00        0.00       15.00
1953    50    1903        11.62        4.93        0.42        2.24        0.00        4.04
1953    51    1902        10.86        2.83        1.45        2.10        0.00        4.47
1953    52    1901         5.41        1.36        1.23        1.06        0.00        1.77
1953    53    1900         2.35        0.65        0.67        0.45        0.00        0.58
1953    54    1899         0.68        0.21        0.21        0.13        0.00        0.13
1953    55+   1898-        0.08        0.03        0.03        0.01        0.00        0.01
1954    12-   1942+        0.02        0.02        0.00        0.00        0.00        0.00
1954    13    1941         1.14        1.11        0.03        0.00        0.00        0.00
1954    14    1940        26.53       26.15        0.38        0.00        0.00        0.00
1954    15    1939       149.36      146.77        2.59        0.00        0.00        0.00
1954    16    1938       638.18      608.18       30.01        0.00        0.00        0.00
1954    17    1937      1837.51     1695.49      136.02        5.00        0.00        1.00
1954    18    1936      4067.15     3605.05      424.09       35.01        2.00        1.00
1954    19    1935      7393.08     6160.83     1121.24      104.03        7.00        0.00
1954    20    1934     10929.08     8174.47     2347.50      371.09       30.00        6.00
1954    21    1933     13877.92     9108.82     3813.85      811.20      119.03       25.01
1954    22    1932     15486.37     8805.79     5009.14     1338.35      281.05       52.03
1954    23    1931     15571.39     7558.42     5598.31     1823.47      466.10      125.08
1954    24    1930     16016.52     6689.17     5988.41     2310.61      779.17      249.17
1954    25    1929     14773.17     5092.65     5689.34     2558.68     1016.23      416.28
1954    26    1928     14328.04     4230.36     5484.27     2715.71     1232.27      665.45
1954    27    1927     12985.67     3205.02     4958.13     2732.70     1258.26      831.55
1954    28    1926     12971.66     2854.88     4634.01     2858.71     1453.29     1170.76
1954    29    1925     12345.48     2338.71     4290.92     2876.70     1542.31     1296.84
1954    30    1924     10494.96     1823.53     3470.71     2414.56     1381.25     1404.89
1954    31    1923     10138.86     1471.42     3109.60     2453.55     1471.26     1633.03
1954    32    1922      9402.66     1243.34     2654.49     2264.48     1416.23     1824.12
1954    33    1921      8222.32      981.25     2093.34     1884.36     1245.18     2018.20
1954    34    1920      7077.00      797.18     1646.24     1555.28     1106.14     1972.15
1954    35    1919      5770.63      650.15     1225.17     1212.20      906.11     1777.01
1954    36    1918      2726.77      265.05      554.07      536.08      412.04      959.53
1954    37    1917      2452.70      270.06      453.05      457.07      379.04      893.49
1954    38    1916      2168.61      195.03      370.03      382.04      311.02      910.48
1954    39    1915      2376.67      222.04      330.02      398.04      324.02     1102.56
1954    40    1914      2893.81      224.03      396.02      427.04      407.02     1439.71
1954    41    1913      2146.61      170.02      275.01      291.02      253.00     1157.55
1954    42    1912      1633.46      121.02      182.00      210.01      190.00      930.43
1954    43    1911      1048.30       62.00      103.00      130.00      104.00      649.29
1954    44    1910       703.20       31.00       61.00       81.00       86.00      444.20
1954    45    1909       365.10       32.00       28.00       42.00       43.00      220.09
1954    46    1908       191.05        8.00       11.00       19.00       17.00      136.05
1954    47    1907        62.02        6.00        2.00       10.00        6.00       38.02
1954    48    1906        31.01        2.00        6.00        5.00        0.00       18.01
1954    49    1905        11.00        1.00        1.00        2.00        2.00        5.00
1954    50    1904         9.62        0.39        0.55        0.52        1.41        6.75
1954    51    1903        11.85        0.64        1.00        0.72        2.49        6.99
1954    52    1902         6.92        0.49        0.77        0.42        1.43        3.80
1954    53    1901         2.64        0.31        0.45        0.22        0.50        1.15
1954    54    1900         0.90        0.16        0.21        0.09        0.15        0.29
1954    55+   1899-        0.09        0.02        0.02        0.01        0.01        0.02
1955    12-   1943+        0.02        0.02        0.00        0.00        0.00        0.00
1955    13    1942         1.22        1.22        0.00        0.00        0.00        0.00
1955    14    1941        24.40       24.40        0.00        0.00        0.00        0.00
1955    15    1940       155.36      155.36        0.00        0.00        0.00        0.00
1955    16    1939       620.00      582.00       38.00        0.00        0.00        0.00
1955    17    1938      1903.02     1763.02      134.00        6.00        0.00        0.00
1955    18    1937      4494.05     4018.03      441.00       31.00        4.00        0.00
1955    19    1936      7594.07     6429.05     1065.02       89.00       11.00        0.00
1955    20    1935     10846.11     8454.06     2088.03      262.01       36.00        6.00
1955    21    1934     13693.13     9418.05     3485.04      663.03      108.00       19.00
1955    22    1933     14781.14     8687.03     4616.04     1193.05      235.00       50.00
1955    23    1932     15431.14     7755.01     5406.04     1705.08      450.00      115.00
1955    24    1931     14372.14     6205.00     5318.03     1985.08      642.00      222.02
1955    25    1930     14527.13     5307.98     5512.02     2391.10      908.02      408.03
1955    26    1929     12805.12     3964.98     4832.01     2389.09     1083.02      536.04
1955    27    1928     12512.12     3257.98     4690.00     2546.09     1234.00      784.04
1955    28    1927     11128.11     2407.98     4091.98     2469.08     1206.00      953.06
1955    29    1926     10755.10     2082.98     3832.98     2405.08     1243.00     1191.07
1955    30    1925     10193.09     1757.98     3387.98     2331.07     1313.00     1403.08
1955    31    1924      8490.08     1386.98     2735.98     1941.06     1068.00     1358.07
1955    32    1923      8160.08     1168.98     2422.98     1898.05     1170.00     1500.08
1955    33    1922      7840.08      985.98     2206.98     1741.04     1139.00     1767.08
1955    34    1921      6794.07      791.98     1678.98     1442.03     1057.00     1824.08
1955    35    1920      5754.06      577.98     1362.98     1159.02      886.00     1768.08
1955    36    1919      4512.05      454.99      915.98      907.02      710.99     1523.06
1955    37    1918      2122.02      188.00      337.00      414.00      339.00      844.03
1955    38    1917      1798.02      165.00      326.00      338.00      256.00      713.02
1955    39    1916      1604.02      146.00      274.00      266.00      223.00      695.02
1955    40    1915      1739.02      133.00      254.00      243.00      264.00      845.03
1955    41    1914      2053.02      161.00      264.00      302.00      263.00     1063.03
1955    42    1913      1364.02       94.00      147.00      170.00      165.00      788.02
1955    43    1912      1036.01       56.00       86.00      108.00      139.00      647.02
1955    44    1911       645.00       44.00       50.00       59.00       80.00      412.01
1955    45    1910       370.00       14.00       27.00       34.00       32.00      263.00
1955    46    1909       187.00        8.00       11.00       19.00       11.00      138.00
1955    47    1908        69.00        6.00        4.00        4.00        6.00       49.00
1955    48    1907        27.00        0.00        2.00        2.00        2.00       21.00
1955    49    1906        10.00        0.00        1.00        0.00        1.00        8.00
1955    50    1905         8.83        0.19        1.00        0.58        0.32        6.74
1955    51    1904         5.44        0.59        0.00        1.59        0.38        2.89
1955    52    1903         2.86        0.60        0.00        1.14        0.18        0.95
1955    53    1902         1.33        0.41        0.00        0.51        0.08        0.32
1955    54    1901         0.47        0.19        0.00        0.16        0.03        0.09
1955    55+   1900-        0.06        0.03        0.00        0.02        0.00        0.01
1956    12-   1944+        0.02        0.02        0.01        0.00        0.00        0.00
1956    13    1943         1.37        1.20        0.18        0.00        0.00        0.00
1956    14    1942        32.35       30.18        2.17        0.00        0.00        0.00
1956    15    1941       170.38      166.73        3.65        0.00        0.00        0.00
1956    16    1940       665.37      629.35       35.03        1.00        0.00        0.00
1956    17    1939      1968.11     1826.01      123.08       14.01        5.00        0.00
1956    18    1938      4361.46     3866.12      455.32       32.02        6.00        2.00
1956    19    1937      7766.40     6442.48     1171.81      145.09        7.01        0.00
1956    20    1936     10759.08     8279.40     2168.49      278.17       28.03        5.00
1956    21    1935     12943.31     8853.57     3377.26      597.35       96.11       19.03
1956    22    1934     14091.97     8449.23     4277.80     1102.64      217.23       45.06
1956    23    1933     14512.21     7263.49     5100.23     1643.91      392.41      112.17
1956    24    1932     13919.87     5900.69     5138.13     1982.05      672.69      226.32
1956    25    1931     12748.20     4724.05     4841.84     2059.05      781.78      341.49
1956    26    1930     12501.06     3913.58     4713.62     2311.10      974.94      587.81
1956    27    1929     10926.17     2887.08     4012.12     2248.01     1087.02      691.94
1956    28    1928     10196.76     2334.80     3654.81     2157.89     1105.00      944.26
1956    29    1927      8803.98     1793.57     3060.44     1860.73     1119.98      969.27
1956    30    1926      8557.84     1514.44     2855.27     1901.69     1107.94     1178.50
1956    31    1925      7916.48     1243.32     2527.03     1722.57     1078.88     1344.67
1956    32    1924      6709.79     1031.24     1944.76     1533.48      923.74     1276.57
1956    33    1923      6469.65      966.21     1665.61     1487.43      950.73     1399.68
1956    34    1922      5958.37      739.13     1517.49     1272.31      910.67     1518.77
1956    35    1921      5099.88      558.07     1163.33     1084.23      797.55     1496.68
1956    36    1920      4249.40      484.05      888.22      793.13      639.42     1444.58
1956    37    1919      3370.91      332.03      683.15      612.09      501.31     1242.32
1956    38    1918      1586.89      166.01      280.06      269.04      253.15      618.65
1956    39    1917      1260.71      109.00      220.03      212.02      170.10      549.56
1956    40    1916      1059.60      100.00      165.03      158.01      143.08      493.48
1956    41    1915      1124.64      101.00      131.02      163.00      151.08      578.55
1956    42    1914      1180.66      108.99      112.00      153.00      144.07      662.60
1956    43    1913       820.47       52.00       72.00      113.00       93.04      490.43
1956    44    1912       540.30       34.00       44.00       68.00       47.02      347.29
1956    45    1911       264.15       10.00       23.00       32.00       30.01      169.14
1956    46    1910       141.08        5.00       11.00       13.00       18.01       94.08
1956    47    1909        67.04        4.00        7.00        5.00        5.00       46.04
1956    48    1908        28.02        2.00        0.00        5.00        0.00       21.02
1956    49    1907        11.00        3.00        0.00        1.00        0.00        7.00
1956    50    1906        11.65        2.28        0.00        0.00        1.00        8.37
1956    51    1905         7.05        4.68        0.00        0.00        0.00        2.37
1956    52    1904         3.92        3.08        0.00        0.00        0.00        0.84
1956    53    1903         1.71        1.41        0.00        0.00        0.00        0.31
1956    54    1902         0.61        0.50        0.00        0.00        0.00        0.10
1956    55+   1901-        0.06        0.05        0.00        0.00        0.00        0.01
1957    12-   1945+        0.02        0.02        0.00        0.00        0.00        0.00
1957    13    1944         1.73        1.73        0.00        0.00        0.00        0.00
1957    14    1943        32.79       32.79        0.00        0.00        0.00        0.00
1957    15    1942       189.53      185.53        3.00        1.00        0.00        0.00
1957    16    1941       609.18      579.18       29.00        1.00        0.00        0.00
1957    17    1940      2198.65     2025.65      165.00        7.00        1.00        0.00
1957    18    1939      4585.34     4106.36      446.99       28.00        3.00        1.00
1957    19    1938      7798.28     6556.30     1118.00      114.99        8.00        1.00
1957    20    1937     10737.14     8260.11     2155.06      280.98       33.00        8.00
1957    21    1936     12301.60     8628.47     3015.16      577.97       69.00       11.00
1957    22    1935     13025.82     8153.51     3797.31      852.98      181.01       41.00
1957    23    1934     13057.83     7005.26     4335.50     1281.01      343.03       93.02
1957    24    1933     12084.54     5637.77     4339.62     1427.05      508.06      172.04
1957    25    1932     11053.24     4281.23     4219.72     1618.12      618.10      316.08
1957    26    1931      9925.90     3227.76     3909.75     1654.15      686.11      448.13
1957    27    1930      9389.76     2787.54     3514.71     1693.17      807.14      587.18
1957    28    1929      8185.40     1965.13     3168.71     1545.19      776.15      730.23
1957    29    1928      7471.18     1645.96     2627.60     1533.19      781.16      883.28
1957    30    1927      6572.92     1286.75     2224.52     1369.18      713.15      979.32
1957    31    1926      6143.80     1066.63     1985.48     1310.18      763.16     1018.34
1957    32    1925      5614.65      872.52     1730.42     1150.17      732.16     1129.38
1957    33    1924      4585.34      683.41     1328.33      965.13      582.13     1026.35
1957    34    1923      4576.34      591.36     1238.31      908.13      597.14     1241.42
1957    35    1922      4040.18      483.29     1034.26      814.12      566.13     1142.39
1957    36    1921      3484.02      382.23      761.19      662.09      472.11     1206.41
1957    37    1920      2810.83      304.18      565.13      513.07      342.08     1086.36
1957    38    1919      2224.66      219.13      395.10      349.05      305.06      956.32
1957    39    1918       936.27      110.06      161.04      131.02      115.03      419.13
1957    40    1917       785.23       82.05      120.03      113.02      103.02      367.12
1957    41    1916       630.18       50.03       77.02       80.01       69.02      354.11
1957    42    1915       601.18       54.03       74.02       80.01       66.02      327.11
1957    43    1914       653.19       49.03       76.02       67.00       68.02      393.13
1957    44    1913       425.12       28.02       35.01       49.00       53.01      260.08
1957    45    1912       271.08       19.01       34.00       31.00       22.00      165.05
1957    46    1911       102.03        5.00        7.00       10.00       12.00       68.03
1957    47    1910        60.02        2.00        5.00        6.00        2.00       45.02
1957    48    1909        20.00        1.00        3.00        2.00        4.00       10.00
1957    49    1908         8.00        0.00        0.00        0.00        0.00        8.00
1957    50    1907         1.89        0.00        0.16        0.00        0.10        1.63
1957    51    1906         3.38        0.00        0.55        0.00        0.34        2.50
1957    52    1905         2.14        0.00        0.60        0.00        0.31        1.23
1957    53    1904         1.10        0.00        0.44        0.00        0.18        0.48
1957    54    1903         0.44        0.00        0.22        0.00        0.07        0.15
1957    55+   1902-        0.05        0.00        0.03        0.00        0.01        0.02
1958    12-   1946+        0.02        0.01        0.00        0.00        0.00        0.00
1958    13    1945         1.42        1.24        0.10        0.09        0.00        0.00
1958    14    1944        34.75       32.56        1.60        0.59        0.00        0.00
1958    15    1943       172.84      166.21        6.31        0.32        0.00        0.00
1958    16    1942       644.05      607.06       36.00        1.00        0.00        0.00
1958    17    1941      2010.18     1872.19      132.99        5.00        0.00        0.00
1958    18    1940      4655.41     4144.45      463.97       44.00        3.00        0.00
1958    19    1939      7545.66     6317.75     1105.93      105.99       12.00        4.00
1958    20    1938     10608.94     8330.07     1944.91      294.97       37.00        2.00
1958    21    1937     11961.06     8423.21     2891.91      546.95       85.99       13.00
1958    22    1936     12623.12     7827.26     3702.94      879.93      184.98       28.00
1958    23    1935     12215.08     6727.18     4000.00     1119.92      302.98       65.00
1958    24    1934     11538.02     5257.03     4359.08     1309.94      456.97      154.98
1958    25    1933     10425.92     4033.86     4095.15     1501.95      549.98      244.98
1958    26    1932      9882.87     3185.73     4008.21     1612.98      651.98      423.98
1958    27    1931      8448.75     2374.57     3478.22     1438.99      641.99      514.98
1958    28    1930      7913.70     1882.47     3205.24     1431.02      709.00      685.98
1958    29    1929      6992.62     1552.40     2645.21     1338.02      703.00      753.98
1958    30    1928      6320.56     1176.32     2365.22     1260.04      663.00      855.98
1958    31    1927      5382.47      962.26     1812.17     1130.04      572.00      906.00
1958    32    1926      4994.44      821.23     1594.16      999.04      594.02      986.00
1958    33    1925      4586.41      742.21     1303.14      925.04      579.02     1037.00
1958    34    1924      3747.33      565.16     1029.11      757.04      484.02      912.00
1958    35    1923      3572.31      462.14      926.11      683.04      502.02      999.02
1958    36    1922      3102.27      394.11      765.09      582.03      397.02      964.02
1958    37    1921      2590.23      318.09      550.07      440.03      338.02      944.02
1958    38    1920      2151.19      260.08      428.06      356.02      265.02      842.02
1958    39    1919      1573.14      159.05      253.03      256.02      174.01      731.03
1958    40    1918       726.06       84.03      113.02      100.00       85.00      344.02
1958    41    1917       549.05       69.02       70.01       71.00       58.00      281.00
1958    42    1916       343.03       35.02       42.00       46.00       42.00      178.00
1958    43    1915       367.03       26.01       34.00       46.00       39.00      222.01
1958    44    1914       332.03       16.00       46.00       37.00       25.00      208.01
1958    45    1913       208.02       11.00       15.00       18.00       24.00      140.01
1958    46    1912       128.01        6.00       12.00        8.00        7.00       95.00
1958    47    1911        50.00        2.00        1.00        3.00        4.00       40.00
1958    48    1910        16.00        3.00        1.00        4.00        0.00        8.00
1958    49    1909         6.00        0.00        0.00        0.00        0.00        6.00
1958    50    1908         3.72        1.24        0.07        0.00        0.00        2.41
1958    51    1907         2.25        0.34        0.26        0.00        0.00        1.65
1958    52    1906         1.18        0.22        0.32        0.00        0.00        0.65
1958    53    1905         0.57        0.13        0.23        0.00        0.00        0.22
1958    54    1904         0.24        0.06        0.11        0.00        0.00        0.06
1958    55+   1903-        0.03        0.01        0.01        0.00        0.00        0.01
1959    12-   1947+        0.02        0.02        0.00        0.00        0.00        0.00
1959    13    1946         1.34        1.33        0.02        0.00        0.00        0.00
1959    14    1945        32.67       32.34        0.32        0.00        0.00        0.00
1959    15    1944       200.99      198.33        2.65        0.00        0.00        0.00
1959    16    1943       673.06      641.06       29.00        3.00        0.00        0.00
1959    17    1942      2032.18     1877.18      142.00       12.00        1.00        0.00
1959    18    1941      4434.38     3953.38      443.00       37.00        1.00        0.00
1959    19    1940      7800.67     6600.67     1057.00      134.00        9.00        0.00
1959    20    1939     10167.88     7857.86     1964.00      301.01       44.00        1.00
1959    21    1938     11710.00     8285.96     2759.03      538.02      110.00       17.00
1959    22    1937     11951.03     7411.92     3490.05      824.04      180.00       45.02
1959    23    1936     11752.01     6267.83     3943.10     1151.07      308.00       82.02
1959    24    1935     10883.93     5044.69     4055.12     1233.08      405.00      146.04
1959    25    1934     10066.87     3902.55     4019.14     1385.10      505.00      255.07
1959    26    1933      9306.80     2981.43     3756.14     1535.11      642.02      392.11
1959    27    1932      8324.72     2297.34     3386.13     1420.10      720.02      501.13
1959    28    1931      7216.62     1790.26     2855.10     1319.09      641.02      611.16
1959    29    1930      6879.60     1499.21     2721.09     1306.09      614.01      739.20
1959    30    1929      5865.51     1165.16     2097.05     1141.07      632.00      830.21
1959    31    1928      5197.45      929.47     1776.69     1007.46      582.23      901.59
1959    32    1927      4455.38      706.09     1403.03      915.05      532.00      899.23
1959    33    1926      4045.35      630.07     1205.01      783.03      476.00      951.22
1959    34    1925      3657.32      532.07     1052.01      668.03      456.00      949.22
1959    35    1924      3069.26      434.05      786.00      612.02      380.00      857.20
1959    36    1923      2820.24      355.16      662.24      518.21      378.13      906.52
1959    37    1922      2337.20      300.03      491.00      435.01      330.00      781.17
1959    38    1921      2005.17      229.02      374.00      327.00      250.99      824.17
1959    39    1920      1549.13      163.02      272.00      244.00      176.00      694.13
1959    40    1919      1142.10      131.01      179.00      135.00      141.99      555.11
1959    41    1918       456.04       40.00       62.00       58.00       50.00      246.04
1959    42    1917       354.03       42.00       50.00       42.00       31.00      189.04
1959    43    1916       250.02       15.00       25.00       30.00       31.00      149.03
1959    44    1915       213.02       18.00       20.00       24.00       21.00      130.02
1959    45    1914       192.02       11.00       22.00       17.00       21.00      121.02
1959    46    1913        94.01        4.00       11.00        9.00        7.00       63.01
1959    47    1912        33.00        1.00        1.00        4.00        4.00       23.00
1959    48    1911        11.00        1.00        2.00        0.00        2.00        6.00
1959    49    1910         8.00        3.00        0.00        1.00        0.00        4.00
1959    50    1909         2.58        0.00        0.00        0.14        0.00        2.44
1959    51    1908         0.72        0.00        0.00        0.35        0.00        0.37
1959    52    1907         0.40        0.00        0.00        0.28        0.00        0.12
1959    53    1906         0.21        0.00        0.00        0.15        0.00        0.05
1959    54    1905         0.09        0.00        0.00        0.06        0.00        0.02
1959    55+   1904-        0.01        0.00        0.00        0.01        0.00        0.00
1960    12-   1948+        0.02        0.02        0.00        0.00        0.00        0.00
1960    13    1947         1.49        1.42        0.06        0.00        0.00        0.00
1960    14    1946        29.37       28.62        0.74        0.00        0.00        0.00
1960    15    1945       170.17      166.98        3.20        0.00        0.00        0.00
1960    16    1944       739.15      688.15       49.00        2.00        0.00        0.00
1960    17    1943      1948.40     1795.31      145.08        7.01        1.00        0.00
1960    18    1942      4544.94     4027.92      466.00       50.00        0.00        1.00
1960    19    1941      7382.52     6235.48     1004.01      134.02        9.00        0.00
1960    20    1940     10388.13     8119.64     1920.39      304.09       37.00        7.00
1960    21    1939     11256.31     7851.09     2718.12      583.10       88.00       16.00
1960    22    1938     11907.44     7360.08     3426.20      858.16      213.00       50.00
1960    23    1937     11422.33     6024.31     3839.63     1160.35      308.04       90.00
1960    24    1936     10620.17     4923.55     3820.34     1305.28      415.02      155.98
1960    25    1935      9876.02     3806.07     3868.18     1463.63      475.11      263.02
1960    26    1934      9014.85     2864.99     3614.44     1574.39      604.05      356.98
1960    27    1933      7996.64     2139.78     3241.45     1407.37      674.06      533.97
1960    28    1932      7218.48     1636.61     2794.42     1449.40      638.07      699.96
1960    29    1931      6188.27     1305.49     2372.37     1263.35      591.07      655.98
1960    30    1930      5991.23     1177.46     2114.35     1281.37      606.07      811.98
1960    31    1929      4744.97      826.33     1568.28     1012.31      573.08      764.98
1960    32    1928      4361.90      684.29     1366.27      867.28      519.08      925.00
1960    33    1927      3615.74      567.24     1020.20      795.25      449.06      784.00
1960    34    1926      3327.68      483.21      907.19      681.22      390.06      866.00
1960    35    1925      3009.61      392.17      758.16      616.21      372.06      871.02
1960    36    1924      2396.49      359.16      533.11      480.17      297.05      727.01
1960    37    1923      2159.44      299.13      435.10      405.14      274.05      746.02
1960    38    1922      1851.38      230.11      330.08      319.11      224.04      748.03
1960    39    1921      1457.30      155.07      251.06      234.08      187.04      630.03
1960    40    1920      1170.24      126.06      181.04      172.07      160.03      531.03
1960    41    1919       776.15       65.03      116.03      109.05       92.02      394.03
1960    42    1918       289.05       19.01       34.01       30.01       35.01      171.02
1960    43    1917       223.05       18.00       34.01       32.01       18.00      121.01
1960    44    1916       153.03       13.00       14.00       15.00       14.00       97.01
1960    45    1915        79.02        5.00       12.00        9.00       13.00       40.00
1960    46    1914        73.01        4.00        5.00        5.00       11.00       48.00
1960    47    1913        45.01        5.00        3.00        6.00        4.00       27.00
1960    48    1912        14.00        0.00        3.00        1.00        2.00        8.00
1960    49    1911         8.00        1.00        1.00        0.00        0.00        6.00
1960    50    1910         2.89        1.00        0.00        0.00        0.28        1.61
1960    51    1909         3.40        0.00        0.00        0.00        0.68        2.71
1960    52    1908         2.20        0.00        0.00        0.00        0.56        1.64
1960    53    1907         1.07        0.00        0.00        0.00        0.33        0.75
1960    54    1906         0.39        0.00        0.00        0.00        0.14        0.26
1960    55+   1905-        0.04        0.00        0.00        0.00        0.02        0.03
1961    12-   1949+        0.02        0.02        0.00        0.00        0.00        0.00
1961    13    1948         1.51        1.46        0.06        0.00        0.00        0.00
1961    14    1947        34.80       34.04        0.75        0.00        0.00        0.00
1961    15    1946       184.71      182.52        2.19        0.00        0.00        0.00
1961    16    1945       542.07      513.06       29.00        0.00        0.00        0.00
1961    17    1944      2049.27     1892.22      146.04       10.00        1.00        0.00
1961    18    1943      4227.55     3724.42      458.11       38.00        6.00        1.00
1961    19    1942      7585.97     6474.71      962.23      134.03       15.00        0.00
1961    20    1941      9746.25     7682.78     1708.40      312.05       40.01        3.00
1961    21    1940     11622.49     8381.79     2575.58      532.09      118.03       15.02
1961    22    1939     11378.46     7138.58     3230.68      752.11      218.05       39.03
1961    23    1938     11068.42     5986.41     3637.72     1042.14      294.07      108.07
1961    24    1937     10412.34     4779.27     3737.70     1284.17      455.10      156.11
1961    25    1936      9408.21     3621.15     3582.61     1358.16      579.11      267.18
